cluster_i,cluster_j,diag_margin,diagonal_correct,head_bbox_iou,mean_head_size,path,people_count,query_i,query_j,sequence_id,swap_error,target_separation
0,1,8.820103645324707,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011147.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45262659548334044
1,0,7.747507095336914,1.0,0.0,0.11507238342954748,images/CBS This Morning/11118_11359/00011147.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45262659548334044
0,1,8.820274353027344,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011148.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45172384799899484
1,0,7.739560127258301,1.0,0.0,0.11507238342954755,images/CBS This Morning/11118_11359/00011148.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45172384799899484
0,1,8.776469230651855,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011149.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45184719671445983
1,0,7.758234024047852,1.0,0.0,0.11507238342954759,images/CBS This Morning/11118_11359/00011149.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45184719671445983
0,1,8.908056259155273,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011150.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45028838908278834
1,0,7.91440486907959,1.0,0.0,0.11507238342954756,images/CBS This Morning/11118_11359/00011150.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45028838908278834
0,1,9.021343231201172,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011151.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45074521635075965
1,0,7.9261064529418945,1.0,0.0,0.11507238342954763,images/CBS This Morning/11118_11359/00011151.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45074521635075965
0,1,9.00841236114502,1.0,0.0,0.1567683640184352,images/CBS This Morning/11118_11359/00011152.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.4512041111308737
1,0,7.859922409057617,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011152.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.4512041111308737
0,1,9.11387825012207,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011153.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.4517539766570464
1,0,7.75439977645874,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011153.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.4517539766570464
0,1,9.261947631835938,1.0,0.0,0.1567683640184352,images/CBS This Morning/11118_11359/00011154.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45100504788463336
1,0,7.760024547576904,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011154.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45100504788463336
0,1,9.37236499786377,1.0,0.0,0.1567683640184352,images/CBS This Morning/11118_11359/00011155.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.4523667948480697
1,0,7.679587364196777,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011155.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.4523667948480697
0,1,9.672060012817383,1.0,0.0,0.15676836401843522,images/CBS This Morning/11118_11359/00011156.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.4528549225880941
1,0,7.672086715698242,1.0,0.0,0.11507238342954779,images/CBS This Morning/11118_11359/00011156.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.4528549225880941
0,1,9.52214241027832,1.0,0.0,0.1567683640184352,images/CBS This Morning/11118_11359/00011157.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45308375787387256
1,0,7.578329086303711,1.0,0.0,0.11507238342954776,images/CBS This Morning/11118_11359/00011157.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45308375787387256
0,1,9.73523998260498,1.0,0.0,0.1567683640184352,images/CBS This Morning/11118_11359/00011158.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45213899423419024
1,0,7.850777626037598,1.0,0.0,0.11507238342954776,images/CBS This Morning/11118_11359/00011158.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45213899423419024
0,1,9.440154075622559,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011159.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.45223782227891207
1,0,7.895237922668457,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011159.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.45223782227891207
0,1,11.306333541870117,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011160.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.569338789990017
1,0,8.80066204071045,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011160.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.569338789990017
0,1,11.251604080200195,1.0,0.0,0.15676836401843505,images/CBS This Morning/11118_11359/00011161.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5667848644120732
1,0,8.771000862121582,1.0,0.0,0.11507238342954762,images/CBS This Morning/11118_11359/00011161.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5667848644120732
0,1,11.202526092529297,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011162.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5668368588052859
1,0,8.740018844604492,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011162.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5668368588052859
0,1,11.04065990447998,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011163.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5668257040111243
1,0,8.710612297058105,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011163.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5668257040111243
0,1,11.075190544128418,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011164.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5670752717520994
1,0,8.794196128845215,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011164.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5670752717520994
0,1,10.981813430786133,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011165.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5670752717520994
