dataset,model_label,path,people_count,inframe_count,crowd_bin,mean_head_size,head_size_bin,num_target_clusters,shared_target_fraction,target_separation,target_separation_bin,query_cosine_mean,query_cosine_max,distinct_target_cosine_mean,distinct_target_cosine_max,distinct_target_collapse_rate,query_peak_distance_mean
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011121.jpg,4,4,4,0.12435455634498888,medium,2,0.5,0.46189711574417563,far,0.5411793533907586,0.9808687281997267,0.263716320164787,0.6677959408391075,0.0,0.10965366287201718
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011122.jpg,4,4,4,0.12435455634498889,medium,2,0.5,0.46249900596541776,far,0.5473463162735562,0.9790742869560491,0.2629215287964747,0.6589303633204867,0.0,0.10965366287201718
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011123.jpg,4,4,4,0.1243545563449889,medium,2,0.5,0.4607700867058865,far,0.5468258644965737,0.9776912967678726,0.2616596940363965,0.6560243430986711,0.0,0.10965366287201718
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011124.jpg,4,4,4,0.12435455634498892,medium,2,0.5,0.45967681186092146,far,0.5473428589583125,0.9791864331594461,0.25954731517579915,0.6485776412212094,0.0,0.10965366287201718
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011125.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.46126077411385324,far,0.5499242577600049,0.9836633057276449,0.250115901499504,0.6127222192043549,0.0,0.11432230421870465
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011126.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.4602233757161358,far,0.550350327082337,0.9859589985803625,0.24798812710210152,0.5862483620460047,0.0,0.10652405402488746
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011127.jpg,4,4,4,0.12435455634498903,medium,2,0.5,0.45884020793709107,far,0.5497351349746847,0.9889564971905831,0.1856890205706949,0.4378756257803057,0.0,0.11210253221168681
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011128.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4597327186751107,far,0.5480625080396732,0.9887451032333621,0.1492356615961963,0.34500891394325006,0.0,0.10186253758129139
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011129.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4594762283783847,far,0.5486949397103236,0.987142606734505,0.14667221845319844,0.3328736089098625,0.0,0.10447501093646587
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011130.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4571461550869611,far,0.5476846577564,0.9863902987833528,0.14040641918252417,0.3107667845066014,0.0,0.10447501093646587
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011131.jpg,4,4,4,0.124354556344989,medium,2,0.5,0.4573798397276646,far,0.5404141770142384,0.9861072457842966,0.11938476102635472,0.26019793295816707,0.0,0.10877887987328316
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011132.jpg,4,4,4,0.12440333096685342,medium,2,0.5,0.4559532509701091,far,0.5382467915168235,0.985621284607801,0.1144766484999385,0.2554115886466075,0.0,0.10539431754304233
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011133.jpg,4,4,4,0.12445199539812672,medium,2,0.5,0.4552378246535947,far,0.5289757719600899,0.9886329306292362,0.08676801494007765,0.17559951393491366,0.0,0.10539431754304233
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011134.jpg,4,4,4,0.1245005500682297,medium,2,0.5,0.4554586649850084,far,0.5202471213234091,0.9900908807835839,0.06119811630731786,0.10884822384791923,0.0,0.23325956047448068
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011135.jpg,4,4,4,0.12454899540339372,medium,2,0.5,0.45495890962224145,far,0.5139571795626672,0.9897277209231343,0.046156235473077595,0.07186075254517187,0.0,0.22669715825854544
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011136.jpg,4,4,4,0.12459733182669383,medium,2,0.5,0.45317277194843175,far,0.5157886205049964,0.9877139939339079,0.0541282081183467,0.09531754976393494,0.0,0.22930292699591517
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011137.jpg,4,4,4,0.12464555975808123,medium,2,0.5,0.4533818188619588,far,0.5178977102484567,0.9866124661489629,0.06048961360624124,0.11098749891397118,0.0,0.22930292699591517
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011138.jpg,4,4,4,0.12469367961441558,medium,2,0.5,0.4552921519850149,far,0.5109879652203683,0.9877200485813612,0.04593929158758344,0.0710992218771362,0.0,0.23294088872841331
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011139.jpg,4,4,4,0.12474169180949647,medium,2,0.5,0.45319572862805796,far,0.5149689856954428,0.9875781291304184,0.05794060590200548,0.10524930868541432,0.0,0.22930292699591517
vat,gazespot_512_exploratory,images/CBS This Morning/11118_11359/00011140.jpg,4,4,4,0.12478959675409514,medium,2,0.5,0.4557062200278275,far,0.5142997184052813,0.9868831334827479,0.05694851047793001,0.1008666436141187,0.0,0.23294088872841331
