association_margin,association_margin_count,auc,auc_count,avg_l2,avg_l2_count,bin,count,dimension,distinct_target_collapse_rate,distinct_target_collapse_rate_count,distinct_target_cosine_max,distinct_target_cosine_max_count,distinct_target_cosine_mean,distinct_target_cosine_mean_count,inout_ap,inout_ap_count,l2,l2_count,min_l2,min_l2_count,query_cosine_max,query_cosine_max_count,query_cosine_mean,query_cosine_mean_count,query_peak_distance_mean,query_peak_distance_mean_count,target_confusion,target_confusion_count,unit
0.2637703464945304,80,0.9341904691712373,80,,0,all,80,overall,,,,,,,,80,0.10100577773883687,80,,0,,,,,,,0.15,80,person
0.2637703464945304,80,0.9341904691712373,80,,0,4,80,crowd,,,,,,,,80,0.10100577773883687,80,,0,,,,,,,0.15,80,person
0.14902234146153145,20,0.9113970563695224,20,,0,large,20,head_size,,,,,,,,20,0.1551094691330821,20,,0,,,,,,,0.0,20,person
0.23173911060121802,40,0.931443891911135,40,,0,medium,40,head_size,,,,,,,,40,0.11863711870247715,40,,0,,,,,,,0.3,40,person
0.44258082331415405,20,0.9624770364931564,20,,0,small,20,head_size,,,,,,,,20,0.01163940441731116,20,,0,,,,,,,0.0,20,person
0.14902234146153145,20,0.9113970563695224,20,,0,far,20,target_distance,,,,,,,,20,0.1551094691330821,20,,0,,,,,,,0.0,20,person
0.23173911060121802,40,0.931443891911135,40,,0,medium,40,target_distance,,,,,,,,40,0.11863711870247715,40,,0,,,,,,,0.3,40,person
0.44258082331415405,20,0.9624770364931564,20,,0,near,20,target_distance,,,,,,,,20,0.01163940441731116,20,,0,,,,,,,0.0,20,person
0.2637703464945304,80,0.9341904691712373,80,,0,1,80,inout,,,,,,,,80,0.10100577773883687,80,,0,,,,,,,0.15,80,person
0.2637703464945304,80,0.9341904691712373,80,,0,far,80,target_separation,,,,,,,,80,0.10100577773883687,80,,0,,,,,,,0.15,80,person
,,,,,,all,20,overall,0.16666666666666666,20,0.6600423987140757,20,0.42228613940930826,20,,,,,,,0.9810344360796768,20,0.5558025033011906,20,0.1734260025915284,20,,,frame
,,,,,,4,20,crowd,0.16666666666666666,20,0.6600423987140757,20,0.42228613940930826,20,,,,,,,0.9810344360796768,20,0.5558025033011906,20,0.1734260025915284,20,,,frame
,,,,,,medium,20,head_size,0.16666666666666666,20,0.6600423987140757,20,0.42228613940930826,20,,,,,,,0.9810344360796768,20,0.5558025033011906,20,0.1734260025915284,20,,,frame
,,,,,,far,20,target_separation,0.16666666666666666,20,0.6600423987140757,20,0.42228613940930826,20,,,,,,,0.9810344360796768,20,0.5558025033011906,20,0.1734260025915284,20,,,frame
