cluster_i,cluster_j,diag_margin,diagonal_correct,head_bbox_iou,mean_head_size,path,people_count,query_i,query_j,sequence_id,swap_error,target_separation
0,1,10.432708740234375,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011171.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.570633764454196
1,0,10.847376823425293,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011171.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.570633764454196
0,1,9.853812217712402,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011172.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5711545492502117
1,0,10.266366958618164,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011172.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5711545492502117
0,1,4.432774543762207,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011178.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
1,0,8.128881454467773,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011178.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
1,0,5.518167495727539,1.0,0.0,0.1293167217099854,images/CBS This Morning/11118_11359/00011178.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
0,1,4.671534061431885,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011179.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
1,0,7.976592063903809,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011179.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
1,0,5.535890102386475,1.0,0.0,0.1293167217099854,images/CBS This Morning/11118_11359/00011179.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
0,1,4.349851608276367,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011180.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
1,0,7.885401725769043,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011180.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
1,0,5.412101745605469,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011180.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
0,1,4.553260803222656,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011181.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
1,0,7.837209701538086,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011181.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
1,0,5.413033962249756,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011181.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
0,1,3.9669742584228516,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011182.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
1,0,7.75166130065918,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011182.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
1,0,5.270949840545654,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011182.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
0,1,3.5497496128082275,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011183.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
1,0,7.6714982986450195,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011183.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
1,0,5.197122573852539,1.0,0.0,0.12931672170998537,images/CBS This Morning/11118_11359/00011183.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
0,1,3.414106845855713,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011184.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
1,0,7.67966365814209,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011184.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
1,0,5.210690021514893,1.0,0.0,0.12931672170998537,images/CBS This Morning/11118_11359/00011184.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
0,1,3.7043776512145996,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011185.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
1,0,7.733582496643066,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011185.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
1,0,5.44443416595459,1.0,0.0,0.12931672170998534,images/CBS This Morning/11118_11359/00011185.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
0,1,4.024188995361328,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011186.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18327953269328473
