crowd_bin,head_area_bin,inout_bin,layer_a,layer_b,metric,people_count,sample_id,scope,value
4+,medium,all_in,layer_8,,token_cosine,4,361,layer,0.18893344160802594
4+,medium,all_in,layer_8,,effective_rank,4,361,layer,16.087823893830095
4+,medium,all_in,layer_8,,normalized_effective_rank,4,361,layer,0.25137224834109523
4+,medium,all_in,layer_8,,spatial_variance,4,361,layer,1.3207794872242984
4+,medium,all_in,layer_11,,token_cosine,4,361,layer,0.4245010122291657
4+,medium,all_in,layer_11,,effective_rank,4,361,layer,17.88289185178424
4+,medium,all_in,layer_11,,normalized_effective_rank,4,361,layer,0.27942018518412876
4+,medium,all_in,layer_11,,spatial_variance,4,361,layer,0.09274878147586067
4+,medium,all_in,layer_2,layer_5,linear_cka,4,361,pair,0.9378140798406207
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,361,pair,0.15233796878512354
4+,medium,all_in,layer_2,layer_8,linear_cka,4,361,pair,0.8744945075755789
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,361,pair,0.4090975682568587
4+,medium,all_in,layer_2,layer_11,linear_cka,4,361,pair,0.7409327121718621
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,361,pair,0.7776362000577715
4+,medium,all_in,layer_5,layer_8,linear_cka,4,361,pair,0.9667489740874889
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,361,pair,0.2546377890077274
4+,medium,all_in,layer_5,layer_11,linear_cka,4,361,pair,0.8311736519288014
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,361,pair,0.7406277668618647
4+,medium,all_in,layer_8,layer_11,linear_cka,4,361,pair,0.8873483892776275
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,361,pair,0.6770656457728611
4+,medium,all_in,layer_2,,token_cosine,4,362,layer,0.3747400672251855
4+,medium,all_in,layer_2,,effective_rank,4,362,layer,5.954435985432396
4+,medium,all_in,layer_2,,normalized_effective_rank,4,362,layer,0.09303806227238119
4+,medium,all_in,layer_2,,spatial_variance,4,362,layer,6.484898797317798
4+,medium,all_in,layer_5,,token_cosine,4,362,layer,0.23870563999258146
4+,medium,all_in,layer_5,,effective_rank,4,362,layer,8.9172214255357
4+,medium,all_in,layer_5,,normalized_effective_rank,4,362,layer,0.13933158477399532
4+,medium,all_in,layer_5,,spatial_variance,4,362,layer,6.188862463777043
4+,medium,all_in,layer_8,,token_cosine,4,362,layer,0.1882710171695376
4+,medium,all_in,layer_8,,effective_rank,4,362,layer,16.022163762286993
4+,medium,all_in,layer_8,,normalized_effective_rank,4,362,layer,0.2503463087857343
4+,medium,all_in,layer_8,,spatial_variance,4,362,layer,1.316995601836944
4+,medium,all_in,layer_11,,token_cosine,4,362,layer,0.42333952035807415
4+,medium,all_in,layer_11,,effective_rank,4,362,layer,17.8525818853307
4+,medium,all_in,layer_11,,normalized_effective_rank,4,362,layer,0.2789465919582922
4+,medium,all_in,layer_11,,spatial_variance,4,362,layer,0.09272342684055136
4+,medium,all_in,layer_2,layer_5,linear_cka,4,362,pair,0.9364234727077422
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,362,pair,0.15241755536663407
4+,medium,all_in,layer_2,layer_8,linear_cka,4,362,pair,0.8750393306873684
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,362,pair,0.4088928806754845
4+,medium,all_in,layer_2,layer_11,linear_cka,4,362,pair,0.7409932654272241
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,362,pair,0.7773959524913462
4+,medium,all_in,layer_5,layer_8,linear_cka,4,362,pair,0.9678595218573484
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,362,pair,0.2562989834769921
4+,medium,all_in,layer_5,layer_11,linear_cka,4,362,pair,0.8312345618356372
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,362,pair,0.7414235659971519
4+,medium,all_in,layer_8,layer_11,linear_cka,4,362,pair,0.8869674185988775
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,362,pair,0.6760693603855658
4+,medium,all_in,layer_2,,token_cosine,4,363,layer,0.3736173499850761
4+,medium,all_in,layer_2,,effective_rank,4,363,layer,5.933086411560053
4+,medium,all_in,layer_2,,normalized_effective_rank,4,363,layer,0.09270447518062583
4+,medium,all_in,layer_2,,spatial_variance,4,363,layer,6.511882238992276
4+,medium,all_in,layer_5,,token_cosine,4,363,layer,0.2386331649247215
4+,medium,all_in,layer_5,,effective_rank,4,363,layer,8.921929241666573
4+,medium,all_in,layer_5,,normalized_effective_rank,4,363,layer,0.1394051444010402
4+,medium,all_in,layer_5,,spatial_variance,4,363,layer,6.190946229149479
4+,medium,all_in,layer_8,,token_cosine,4,363,layer,0.188364423674072
4+,medium,all_in,layer_8,,effective_rank,4,363,layer,15.906901013590842
4+,medium,all_in,layer_8,,normalized_effective_rank,4,363,layer,0.2485453283373569
4+,medium,all_in,layer_8,,spatial_variance,4,363,layer,1.3261566952232815
4+,medium,all_in,layer_11,,token_cosine,4,363,layer,0.4237529005358753
4+,medium,all_in,layer_11,,effective_rank,4,363,layer,17.863389216371882
4+,medium,all_in,layer_11,,normalized_effective_rank,4,363,layer,0.27911545650581066
4+,medium,all_in,layer_11,,spatial_variance,4,363,layer,0.09274746199480044
4+,medium,all_in,layer_2,layer_5,linear_cka,4,363,pair,0.9362986994116475
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,363,pair,0.15296576677554125
4+,medium,all_in,layer_2,layer_8,linear_cka,4,363,pair,0.877201924636996
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,363,pair,0.4082042122953924
4+,medium,all_in,layer_2,layer_11,linear_cka,4,363,pair,0.742130821531137
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,363,pair,0.7768551179868677
4+,medium,all_in,layer_5,layer_8,linear_cka,4,363,pair,0.9690552782207107
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,363,pair,0.2561741925019164
4+,medium,all_in,layer_5,layer_11,linear_cka,4,363,pair,0.8319040609249256
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,363,pair,0.7418050864665174
4+,medium,all_in,layer_8,layer_11,linear_cka,4,363,pair,0.88696562305532
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,363,pair,0.6755322696149737
4+,medium,all_in,layer_2,,token_cosine,4,364,layer,0.3749144333568135
4+,medium,all_in,layer_2,,effective_rank,4,364,layer,5.948314687096811
4+,medium,all_in,layer_2,,normalized_effective_rank,4,364,layer,0.09294241698588768
4+,medium,all_in,layer_2,,spatial_variance,4,364,layer,6.489165739395202
4+,medium,all_in,layer_5,,token_cosine,4,364,layer,0.23892266025711734
4+,medium,all_in,layer_5,,effective_rank,4,364,layer,8.937972548699296
4+,medium,all_in,layer_5,,normalized_effective_rank,4,364,layer,0.1396558210734265
4+,medium,all_in,layer_5,,spatial_variance,4,364,layer,6.2118518037861525
4+,medium,all_in,layer_8,,token_cosine,4,364,layer,0.18872678698703263
4+,medium,all_in,layer_8,,effective_rank,4,364,layer,15.937883072692298
4+,medium,all_in,layer_8,,normalized_effective_rank,4,364,layer,0.24902942301081715
4+,medium,all_in,layer_8,,spatial_variance,4,364,layer,1.3314444030624921
4+,medium,all_in,layer_11,,token_cosine,4,364,layer,0.42428409175368337
4+,medium,all_in,layer_11,,effective_rank,4,364,layer,17.85462599295428
4+,medium,all_in,layer_11,,normalized_effective_rank,4,364,layer,0.2789785311399106
4+,medium,all_in,layer_11,,spatial_variance,4,364,layer,0.09265397643045203
4+,medium,all_in,layer_2,layer_5,linear_cka,4,364,pair,0.9359267135526556
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,364,pair,0.15297840220682704
4+,medium,all_in,layer_2,layer_8,linear_cka,4,364,pair,0.8763531886067615
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,364,pair,0.4089058552052121
4+,medium,all_in,layer_2,layer_11,linear_cka,4,364,pair,0.7408819750292295
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,364,pair,0.7765295175979045
4+,medium,all_in,layer_5,layer_8,linear_cka,4,364,pair,0.9690636982076685
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,364,pair,0.2555024700305959
4+,medium,all_in,layer_5,layer_11,linear_cka,4,364,pair,0.8329090535419958
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,364,pair,0.7408908711589101
4+,medium,all_in,layer_8,layer_11,linear_cka,4,364,pair,0.8882584746418769
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,364,pair,0.6750442044063363
4+,medium,mixed,layer_2,,token_cosine,4,365,layer,0.3740275194872999
4+,medium,mixed,layer_2,,effective_rank,4,365,layer,5.9348569851673325
4+,medium,mixed,layer_2,,normalized_effective_rank,4,365,layer,0.09273214039323957
4+,medium,mixed,layer_2,,spatial_variance,4,365,layer,6.545268796588786
4+,medium,mixed,layer_5,,token_cosine,4,365,layer,0.2382973225190831
4+,medium,mixed,layer_5,,effective_rank,4,365,layer,8.924405581494792
4+,medium,mixed,layer_5,,normalized_effective_rank,4,365,layer,0.13944383721085613
4+,medium,mixed,layer_5,,spatial_variance,4,365,layer,6.219844193677324
4+,medium,mixed,layer_8,,token_cosine,4,365,layer,0.1883637559340672
4+,medium,mixed,layer_8,,effective_rank,4,365,layer,15.985494921738526
4+,medium,mixed,layer_8,,normalized_effective_rank,4,365,layer,0.24977335815216448
4+,medium,mixed,layer_8,,spatial_variance,4,365,layer,1.3320141768357976
4+,medium,mixed,layer_11,,token_cosine,4,365,layer,0.42480756181039697
4+,medium,mixed,layer_11,,effective_rank,4,365,layer,17.878574497491762
4+,medium,mixed,layer_11,,normalized_effective_rank,4,365,layer,0.2793527265233088
4+,medium,mixed,layer_11,,spatial_variance,4,365,layer,0.09250074655280871
4+,medium,mixed,layer_2,layer_5,linear_cka,4,365,pair,0.9357601628267251
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,365,pair,0.15283240445951465
4+,medium,mixed,layer_2,layer_8,linear_cka,4,365,pair,0.8761955722696975
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,365,pair,0.40943692210353544
4+,medium,mixed,layer_2,layer_11,linear_cka,4,365,pair,0.7428297001972556
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,365,pair,0.775428005857224
4+,medium,mixed,layer_5,layer_8,linear_cka,4,365,pair,0.9684910966039164
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,365,pair,0.25553863463869514
4+,medium,mixed,layer_5,layer_11,linear_cka,4,365,pair,0.8359013592416945
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,365,pair,0.7400248466751476
4+,medium,mixed,layer_8,layer_11,linear_cka,4,365,pair,0.8901115470092111
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,365,pair,0.6730036445349616
4+,medium,mixed,layer_2,,token_cosine,4,366,layer,0.37324933209850647
4+,medium,mixed,layer_2,,effective_rank,4,366,layer,5.948078699999395
4+,medium,mixed,layer_2,,normalized_effective_rank,4,366,layer,0.09293872968749055
4+,medium,mixed,layer_2,,spatial_variance,4,366,layer,6.55178303486207
4+,medium,mixed,layer_5,,token_cosine,4,366,layer,0.23785421881275637
4+,medium,mixed,layer_5,,effective_rank,4,366,layer,8.891096010940053
4+,medium,mixed,layer_5,,normalized_effective_rank,4,366,layer,0.13892337517093833
4+,medium,mixed,layer_5,,spatial_variance,4,366,layer,6.255084945239854
4+,medium,mixed,layer_8,,token_cosine,4,366,layer,0.18800283189406128
4+,medium,mixed,layer_8,,effective_rank,4,366,layer,15.884732939162621
4+,medium,mixed,layer_8,,normalized_effective_rank,4,366,layer,0.24819895217441595
4+,medium,mixed,layer_8,,spatial_variance,4,366,layer,1.3306349626713116
4+,medium,mixed,layer_11,,token_cosine,4,366,layer,0.42556025384363233
4+,medium,mixed,layer_11,,effective_rank,4,366,layer,17.827164110131932
4+,medium,mixed,layer_11,,normalized_effective_rank,4,366,layer,0.27854943922081143
4+,medium,mixed,layer_11,,spatial_variance,4,366,layer,0.0924368542619275
4+,medium,mixed,layer_2,layer_5,linear_cka,4,366,pair,0.9360917896281392
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,366,pair,0.1528217080251204
4+,medium,mixed,layer_2,layer_8,linear_cka,4,366,pair,0.8778437263676631
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,366,pair,0.4106791314511192
4+,medium,mixed,layer_2,layer_11,linear_cka,4,366,pair,0.7427537838049811
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,366,pair,0.7751199838867459
4+,medium,mixed,layer_5,layer_8,linear_cka,4,366,pair,0.9696186625346174
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,366,pair,0.25493795296380767
4+,medium,mixed,layer_5,layer_11,linear_cka,4,366,pair,0.8357061825533819
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,366,pair,0.7392297719415293
4+,medium,mixed,layer_8,layer_11,linear_cka,4,366,pair,0.8913144636486313
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,366,pair,0.6721736598842996
4+,medium,mixed,layer_2,,token_cosine,4,367,layer,0.3733677830422793
4+,medium,mixed,layer_2,,effective_rank,4,367,layer,5.951175899476402
4+,medium,mixed,layer_2,,normalized_effective_rank,4,367,layer,0.09298712342931878
4+,medium,mixed,layer_2,,spatial_variance,4,367,layer,6.5456007142418935
4+,medium,mixed,layer_5,,token_cosine,4,367,layer,0.23777814663150112
4+,medium,mixed,layer_5,,effective_rank,4,367,layer,8.927340236790645
4+,medium,mixed,layer_5,,normalized_effective_rank,4,367,layer,0.13948969119985383
4+,medium,mixed,layer_5,,spatial_variance,4,367,layer,6.222020969045931
4+,medium,mixed,layer_8,,token_cosine,4,367,layer,0.18789273562777964
4+,medium,mixed,layer_8,,effective_rank,4,367,layer,15.927973676878953
4+,medium,mixed,layer_8,,normalized_effective_rank,4,367,layer,0.24887458870123363
4+,medium,mixed,layer_8,,spatial_variance,4,367,layer,1.3291582222360552
4+,medium,mixed,layer_11,,token_cosine,4,367,layer,0.4262667616966606
4+,medium,mixed,layer_11,,effective_rank,4,367,layer,17.752659381297885
4+,medium,mixed,layer_11,,normalized_effective_rank,4,367,layer,0.27738530283277946
4+,medium,mixed,layer_11,,spatial_variance,4,367,layer,0.09254682195190687
4+,medium,mixed,layer_2,layer_5,linear_cka,4,367,pair,0.9352019421871586
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,367,pair,0.15320799084180936
4+,medium,mixed,layer_2,layer_8,linear_cka,4,367,pair,0.8761560929858052
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,367,pair,0.4084134493984281
4+,medium,mixed,layer_2,layer_11,linear_cka,4,367,pair,0.7416467144292662
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,367,pair,0.7738945893635182
4+,medium,mixed,layer_5,layer_8,linear_cka,4,367,pair,0.9691876054415198
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,367,pair,0.25568429860721165
4+,medium,mixed,layer_5,layer_11,linear_cka,4,367,pair,0.8361778217766452
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,367,pair,0.7387635810923503
4+,medium,mixed,layer_8,layer_11,linear_cka,4,367,pair,0.8920959263529636
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,367,pair,0.6725405663829691
4+,medium,mixed,layer_2,,token_cosine,4,368,layer,0.372370027278157
4+,medium,mixed,layer_2,,effective_rank,4,368,layer,5.943373571669109
4+,medium,mixed,layer_2,,normalized_effective_rank,4,368,layer,0.09286521205732982
4+,medium,mixed,layer_2,,spatial_variance,4,368,layer,6.564878546951465
4+,medium,mixed,layer_5,,token_cosine,4,368,layer,0.23696715109636268
4+,medium,mixed,layer_5,,effective_rank,4,368,layer,8.901476418702963
4+,medium,mixed,layer_5,,normalized_effective_rank,4,368,layer,0.1390855690422338
4+,medium,mixed,layer_5,,spatial_variance,4,368,layer,6.240918776804239
4+,medium,mixed,layer_8,,token_cosine,4,368,layer,0.187752199470211
4+,medium,mixed,layer_8,,effective_rank,4,368,layer,15.948588448511009
4+,medium,mixed,layer_8,,normalized_effective_rank,4,368,layer,0.2491966945079845
4+,medium,mixed,layer_8,,spatial_variance,4,368,layer,1.3397374734663812
4+,medium,mixed,layer_11,,token_cosine,4,368,layer,0.4264819942958145
4+,medium,mixed,layer_11,,effective_rank,4,368,layer,17.81356717238434
4+,medium,mixed,layer_11,,normalized_effective_rank,4,368,layer,0.2783369870685053
4+,medium,mixed,layer_11,,spatial_variance,4,368,layer,0.09221396964899857
4+,medium,mixed,layer_2,layer_5,linear_cka,4,368,pair,0.9361058758165522
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,368,pair,0.15273429255677565
4+,medium,mixed,layer_2,layer_8,linear_cka,4,368,pair,0.8767375758214976
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,368,pair,0.4081209233993594
4+,medium,mixed,layer_2,layer_11,linear_cka,4,368,pair,0.7425135306605862
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,368,pair,0.7733904178791992
4+,medium,mixed,layer_5,layer_8,linear_cka,4,368,pair,0.9695183739527693
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,368,pair,0.2545087428434404
4+,medium,mixed,layer_5,layer_11,linear_cka,4,368,pair,0.8364803505559384
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,368,pair,0.738721630254141
4+,medium,mixed,layer_8,layer_11,linear_cka,4,368,pair,0.8917020444424838
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,368,pair,0.6739889427623688
4+,medium,mixed,layer_2,,token_cosine,4,369,layer,0.3725242213465746
4+,medium,mixed,layer_2,,effective_rank,4,369,layer,5.940307069390047
4+,medium,mixed,layer_2,,normalized_effective_rank,4,369,layer,0.09281729795921949
4+,medium,mixed,layer_2,,spatial_variance,4,369,layer,6.582120672830594
4+,medium,mixed,layer_5,,token_cosine,4,369,layer,0.23713953393497927
4+,medium,mixed,layer_5,,effective_rank,4,369,layer,8.911622953368665
4+,medium,mixed,layer_5,,normalized_effective_rank,4,369,layer,0.1392441086463854
4+,medium,mixed,layer_5,,spatial_variance,4,369,layer,6.255881132539186
4+,medium,mixed,layer_8,,token_cosine,4,369,layer,0.18796044936983056
4+,medium,mixed,layer_8,,effective_rank,4,369,layer,16.005522418135314
4+,medium,mixed,layer_8,,normalized_effective_rank,4,369,layer,0.2500862877833643
4+,medium,mixed,layer_8,,spatial_variance,4,369,layer,1.337603007898266
4+,medium,mixed,layer_11,,token_cosine,4,369,layer,0.42627119245659534
4+,medium,mixed,layer_11,,effective_rank,4,369,layer,17.874410825672744
4+,medium,mixed,layer_11,,normalized_effective_rank,4,369,layer,0.2792876691511366
4+,medium,mixed,layer_11,,spatial_variance,4,369,layer,0.0923336368881833
4+,medium,mixed,layer_2,layer_5,linear_cka,4,369,pair,0.9358340842824392
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,369,pair,0.15221214992853174
4+,medium,mixed,layer_2,layer_8,linear_cka,4,369,pair,0.8781827556945025
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,369,pair,0.40803008640308197
4+,medium,mixed,layer_2,layer_11,linear_cka,4,369,pair,0.7419892826453699
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,369,pair,0.7738947861216289
4+,medium,mixed,layer_5,layer_8,linear_cka,4,369,pair,0.9702497905709926
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,369,pair,0.25539627430243433
4+,medium,mixed,layer_5,layer_11,linear_cka,4,369,pair,0.8351355706116615
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,369,pair,0.7390016417346339
4+,medium,mixed,layer_8,layer_11,linear_cka,4,369,pair,0.8908708593754725
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,369,pair,0.6735656311197697
4+,medium,mixed,layer_2,,token_cosine,4,370,layer,0.3731937620086492
4+,medium,mixed,layer_2,,effective_rank,4,370,layer,5.93832534032044
4+,medium,mixed,layer_2,,normalized_effective_rank,4,370,layer,0.09278633344250688
4+,medium,mixed,layer_2,,spatial_variance,4,370,layer,6.575135609224399
4+,medium,mixed,layer_5,,token_cosine,4,370,layer,0.23726470381144496
4+,medium,mixed,layer_5,,effective_rank,4,370,layer,8.90655297503688
4+,medium,mixed,layer_5,,normalized_effective_rank,4,370,layer,0.13916489023495124
4+,medium,mixed,layer_5,,spatial_variance,4,370,layer,6.28424093822971
4+,medium,mixed,layer_8,,token_cosine,4,370,layer,0.18781928017198546
4+,medium,mixed,layer_8,,effective_rank,4,370,layer,16.026361215989848
4+,medium,mixed,layer_8,,normalized_effective_rank,4,370,layer,0.2504118939998414
4+,medium,mixed,layer_8,,spatial_variance,4,370,layer,1.3418303914746883
4+,medium,mixed,layer_11,,token_cosine,4,370,layer,0.4260989925604558
4+,medium,mixed,layer_11,,effective_rank,4,370,layer,17.963152076971028
4+,medium,mixed,layer_11,,normalized_effective_rank,4,370,layer,0.2806742512026723
4+,medium,mixed,layer_11,,spatial_variance,4,370,layer,0.09233217923228006
4+,medium,mixed,layer_2,layer_5,linear_cka,4,370,pair,0.9371008651956619
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,370,pair,0.15207650601485212
4+,medium,mixed,layer_2,layer_8,linear_cka,4,370,pair,0.878539544956484
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,370,pair,0.4073757638772582
4+,medium,mixed,layer_2,layer_11,linear_cka,4,370,pair,0.7383395936746905
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,370,pair,0.7741355496622032
4+,medium,mixed,layer_5,layer_8,linear_cka,4,370,pair,0.9699710594890865
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,370,pair,0.2541597583091913
4+,medium,mixed,layer_5,layer_11,linear_cka,4,370,pair,0.8323829088369524
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,370,pair,0.7385584581129501
4+,medium,mixed,layer_8,layer_11,linear_cka,4,370,pair,0.8905243307694664
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,370,pair,0.6739146873406037
4+,medium,mixed,layer_2,,token_cosine,4,371,layer,0.3725687866108357
4+,medium,mixed,layer_2,,effective_rank,4,371,layer,5.940844674505666
4+,medium,mixed,layer_2,,normalized_effective_rank,4,371,layer,0.09282569803915103
4+,medium,mixed,layer_2,,spatial_variance,4,371,layer,6.563253346865391
4+,medium,mixed,layer_5,,token_cosine,4,371,layer,0.2372443857327094
4+,medium,mixed,layer_5,,effective_rank,4,371,layer,8.894540113758486
4+,medium,mixed,layer_5,,normalized_effective_rank,4,371,layer,0.13897718927747635
4+,medium,mixed,layer_5,,spatial_variance,4,371,layer,6.276645514022097
4+,medium,mixed,layer_8,,token_cosine,4,371,layer,0.18786360367538618
4+,medium,mixed,layer_8,,effective_rank,4,371,layer,16.031095531429408
4+,medium,mixed,layer_8,,normalized_effective_rank,4,371,layer,0.2504858676785845
4+,medium,mixed,layer_8,,spatial_variance,4,371,layer,1.342834487246351
4+,medium,mixed,layer_11,,token_cosine,4,371,layer,0.42514504379436685
4+,medium,mixed,layer_11,,effective_rank,4,371,layer,17.92969600787079
4+,medium,mixed,layer_11,,normalized_effective_rank,4,371,layer,0.28015150012298107
4+,medium,mixed,layer_11,,spatial_variance,4,371,layer,0.09238700949323657
4+,medium,mixed,layer_2,layer_5,linear_cka,4,371,pair,0.9374771202242557
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,371,pair,0.15294182849675006
4+,medium,mixed,layer_2,layer_8,linear_cka,4,371,pair,0.8786316394595044
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,371,pair,0.4093084541850119
4+,medium,mixed,layer_2,layer_11,linear_cka,4,371,pair,0.7380767180480015
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,371,pair,0.7753493634815812
4+,medium,mixed,layer_5,layer_8,linear_cka,4,371,pair,0.9695379749279917
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,371,pair,0.2546052673972166
4+,medium,mixed,layer_5,layer_11,linear_cka,4,371,pair,0.8325588757209814
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,371,pair,0.740389179742869
4+,medium,mixed,layer_8,layer_11,linear_cka,4,371,pair,0.8917733780263323
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,371,pair,0.6755305887317535
4+,medium,all_in,layer_2,,token_cosine,4,372,layer,0.37267725579975564
4+,medium,all_in,layer_2,,effective_rank,4,372,layer,5.933714476686524
4+,medium,all_in,layer_2,,normalized_effective_rank,4,372,layer,0.09271428869822694
4+,medium,all_in,layer_2,,spatial_variance,4,372,layer,6.537929497381498
4+,medium,all_in,layer_5,,token_cosine,4,372,layer,0.2373809600289726
4+,medium,all_in,layer_5,,effective_rank,4,372,layer,8.882491412567793
4+,medium,all_in,layer_5,,normalized_effective_rank,4,372,layer,0.13878892832137177
4+,medium,all_in,layer_5,,spatial_variance,4,372,layer,6.260358015669528
4+,medium,all_in,layer_8,,token_cosine,4,372,layer,0.18793063046207817
4+,medium,all_in,layer_8,,effective_rank,4,372,layer,16.00162549474819
4+,medium,all_in,layer_8,,normalized_effective_rank,4,372,layer,0.25002539835544046
4+,medium,all_in,layer_8,,spatial_variance,4,372,layer,1.3467641637157912
4+,medium,all_in,layer_11,,token_cosine,4,372,layer,0.424247684065253
4+,medium,all_in,layer_11,,effective_rank,4,372,layer,18.0011464011247
4+,medium,all_in,layer_11,,normalized_effective_rank,4,372,layer,0.28126791251757344
4+,medium,all_in,layer_11,,spatial_variance,4,372,layer,0.09248033450504874
4+,medium,all_in,layer_2,layer_5,linear_cka,4,372,pair,0.9378650181935556
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,372,pair,0.15391532102291933
4+,medium,all_in,layer_2,layer_8,linear_cka,4,372,pair,0.8798244808853785
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,372,pair,0.40912563839377386
4+,medium,all_in,layer_2,layer_11,linear_cka,4,372,pair,0.7377145498679823
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,372,pair,0.7752981101723379
4+,medium,all_in,layer_5,layer_8,linear_cka,4,372,pair,0.969639482788706
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,372,pair,0.25505370889807344
4+,medium,all_in,layer_5,layer_11,linear_cka,4,372,pair,0.8324097654548769
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,372,pair,0.7403104035524521
4+,medium,all_in,layer_8,layer_11,linear_cka,4,372,pair,0.8905886314032417
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,372,pair,0.6748195456052509
4+,medium,all_in,layer_2,,token_cosine,4,373,layer,0.3723026998172791
4+,medium,all_in,layer_2,,effective_rank,4,373,layer,5.929736052996684
4+,medium,all_in,layer_2,,normalized_effective_rank,4,373,layer,0.09265212582807318
4+,medium,all_in,layer_2,,spatial_variance,4,373,layer,6.537353099657456
4+,medium,all_in,layer_5,,token_cosine,4,373,layer,0.23711471987570854
4+,medium,all_in,layer_5,,effective_rank,4,373,layer,8.85626005787847
4+,medium,all_in,layer_5,,normalized_effective_rank,4,373,layer,0.1383790634043511
4+,medium,all_in,layer_5,,spatial_variance,4,373,layer,6.2846390086121415
4+,medium,all_in,layer_8,,token_cosine,4,373,layer,0.1875217348223363
4+,medium,all_in,layer_8,,effective_rank,4,373,layer,16.039572177519393
4+,medium,all_in,layer_8,,normalized_effective_rank,4,373,layer,0.2506183152737405
4+,medium,all_in,layer_8,,spatial_variance,4,373,layer,1.3410801507557135
4+,medium,all_in,layer_11,,token_cosine,4,373,layer,0.42396163343653503
4+,medium,all_in,layer_11,,effective_rank,4,373,layer,18.032494259266265
4+,medium,all_in,layer_11,,normalized_effective_rank,4,373,layer,0.2817577228010354
4+,medium,all_in,layer_11,,spatial_variance,4,373,layer,0.09247862627217929
4+,medium,all_in,layer_2,layer_5,linear_cka,4,373,pair,0.9378169439264334
