crowd_bin,head_area_bin,inout_bin,layer_a,layer_b,metric,people_count,sample_id,scope,value
4+,medium,all_in,layer_5,layer_8,linear_cka,4,305,pair,0.9645526786879223
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,305,pair,0.23580578778741182
4+,medium,all_in,layer_5,layer_11,linear_cka,4,305,pair,0.8170508629036164
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,305,pair,0.7347871679108201
4+,medium,all_in,layer_8,layer_11,linear_cka,4,305,pair,0.8889011059729127
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,305,pair,0.6691307448551933
4+,medium,all_in,layer_2,,token_cosine,4,306,layer,0.37580196136073407
4+,medium,all_in,layer_2,,effective_rank,4,306,layer,5.632029495964923
4+,medium,all_in,layer_2,,normalized_effective_rank,4,306,layer,0.08800046087445192
4+,medium,all_in,layer_2,,spatial_variance,4,306,layer,7.299514194917947
4+,medium,all_in,layer_5,,token_cosine,4,306,layer,0.23390147454611016
4+,medium,all_in,layer_5,,effective_rank,4,306,layer,8.610971625766279
4+,medium,all_in,layer_5,,normalized_effective_rank,4,306,layer,0.1345464316525981
4+,medium,all_in,layer_5,,spatial_variance,4,306,layer,6.6411250705679175
4+,medium,all_in,layer_8,,token_cosine,4,306,layer,0.18410868292846014
4+,medium,all_in,layer_8,,effective_rank,4,306,layer,15.406772014475866
4+,medium,all_in,layer_8,,normalized_effective_rank,4,306,layer,0.2407308127261854
4+,medium,all_in,layer_8,,spatial_variance,4,306,layer,1.409073290955277
4+,medium,all_in,layer_11,,token_cosine,4,306,layer,0.4231558988339932
4+,medium,all_in,layer_11,,effective_rank,4,306,layer,19.001484310384704
4+,medium,all_in,layer_11,,normalized_effective_rank,4,306,layer,0.296898192349761
4+,medium,all_in,layer_11,,spatial_variance,4,306,layer,0.09300123644322907
4+,medium,all_in,layer_2,layer_5,linear_cka,4,306,pair,0.9187396454875715
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,306,pair,0.1392579802498734
4+,medium,all_in,layer_2,layer_8,linear_cka,4,306,pair,0.8350048946299253
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,306,pair,0.38910608929863816
4+,medium,all_in,layer_2,layer_11,linear_cka,4,306,pair,0.690409728783885
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,306,pair,0.7663746930679075
4+,medium,all_in,layer_5,layer_8,linear_cka,4,306,pair,0.9646079091491097
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,306,pair,0.23671617806594905
4+,medium,all_in,layer_5,layer_11,linear_cka,4,306,pair,0.8177652228043227
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,306,pair,0.7340265038150883
4+,medium,all_in,layer_8,layer_11,linear_cka,4,306,pair,0.8897014409120786
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,306,pair,0.6683659299777437
4+,medium,all_in,layer_2,,token_cosine,4,307,layer,0.37490620277644193
4+,medium,all_in,layer_2,,effective_rank,4,307,layer,5.626271355063991
4+,medium,all_in,layer_2,,normalized_effective_rank,4,307,layer,0.08791048992287485
4+,medium,all_in,layer_2,,spatial_variance,4,307,layer,7.304382387347641
4+,medium,all_in,layer_5,,token_cosine,4,307,layer,0.2333728685616411
4+,medium,all_in,layer_5,,effective_rank,4,307,layer,8.650083447346063
4+,medium,all_in,layer_5,,normalized_effective_rank,4,307,layer,0.13515755386478223
4+,medium,all_in,layer_5,,spatial_variance,4,307,layer,6.614439026717599
4+,medium,all_in,layer_8,,token_cosine,4,307,layer,0.18389081102163368
4+,medium,all_in,layer_8,,effective_rank,4,307,layer,15.492252015015985
4+,medium,all_in,layer_8,,normalized_effective_rank,4,307,layer,0.24206643773462477
4+,medium,all_in,layer_8,,spatial_variance,4,307,layer,1.4067019071133775
4+,medium,all_in,layer_11,,token_cosine,4,307,layer,0.4232505430861564
4+,medium,all_in,layer_11,,effective_rank,4,307,layer,19.089452926902947
4+,medium,all_in,layer_11,,normalized_effective_rank,4,307,layer,0.29827270198285855
4+,medium,all_in,layer_11,,spatial_variance,4,307,layer,0.09305934133507772
4+,medium,all_in,layer_2,layer_5,linear_cka,4,307,pair,0.9202051747940689
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,307,pair,0.13920060022971054
4+,medium,all_in,layer_2,layer_8,linear_cka,4,307,pair,0.8352063075870716
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,307,pair,0.38811368536659485
4+,medium,all_in,layer_2,layer_11,linear_cka,4,307,pair,0.690875958569318
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,307,pair,0.7665632281054753
4+,medium,all_in,layer_5,layer_8,linear_cka,4,307,pair,0.9643682142815994
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,307,pair,0.23646135222062617
4+,medium,all_in,layer_5,layer_11,linear_cka,4,307,pair,0.8170022266956583
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,307,pair,0.7335420301269935
4+,medium,all_in,layer_8,layer_11,linear_cka,4,307,pair,0.8892947205909053
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,307,pair,0.6681145830681102
4+,medium,all_in,layer_2,,token_cosine,4,308,layer,0.37431243402160647
4+,medium,all_in,layer_2,,effective_rank,4,308,layer,5.615864317047324
4+,medium,all_in,layer_2,,normalized_effective_rank,4,308,layer,0.08774787995386443
4+,medium,all_in,layer_2,,spatial_variance,4,308,layer,7.318246392647083
4+,medium,all_in,layer_5,,token_cosine,4,308,layer,0.23308905194032792
4+,medium,all_in,layer_5,,effective_rank,4,308,layer,8.652602669928214
4+,medium,all_in,layer_5,,normalized_effective_rank,4,308,layer,0.13519691671762835
4+,medium,all_in,layer_5,,spatial_variance,4,308,layer,6.6184721400656805
4+,medium,all_in,layer_8,,token_cosine,4,308,layer,0.18388343955270106
4+,medium,all_in,layer_8,,effective_rank,4,308,layer,15.533966992886477
4+,medium,all_in,layer_8,,normalized_effective_rank,4,308,layer,0.2427182342638512
4+,medium,all_in,layer_8,,spatial_variance,4,308,layer,1.4076279531637041
4+,medium,all_in,layer_11,,token_cosine,4,308,layer,0.42327334620276863
4+,medium,all_in,layer_11,,effective_rank,4,308,layer,19.140309056062748
4+,medium,all_in,layer_11,,normalized_effective_rank,4,308,layer,0.29906732900098043
4+,medium,all_in,layer_11,,spatial_variance,4,308,layer,0.09308108464029352
4+,medium,all_in,layer_2,layer_5,linear_cka,4,308,pair,0.9209194836624877
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,308,pair,0.13909910468539924
4+,medium,all_in,layer_2,layer_8,linear_cka,4,308,pair,0.8368080542184675
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,308,pair,0.387841617624679
4+,medium,all_in,layer_2,layer_11,linear_cka,4,308,pair,0.6923807767099113
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,308,pair,0.7674610485979176
4+,medium,all_in,layer_5,layer_8,linear_cka,4,308,pair,0.9643673286547474
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,308,pair,0.23600882750268684
4+,medium,all_in,layer_5,layer_11,linear_cka,4,308,pair,0.817004511162965
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,308,pair,0.7339217830601252
4+,medium,all_in,layer_8,layer_11,linear_cka,4,308,pair,0.8889250570822489
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,308,pair,0.6683816129831793
4+,medium,all_in,layer_2,,token_cosine,4,309,layer,0.37456894078561886
4+,medium,all_in,layer_2,,effective_rank,4,309,layer,5.630815360693862
4+,medium,all_in,layer_2,,normalized_effective_rank,4,309,layer,0.08798149001084159
4+,medium,all_in,layer_2,,spatial_variance,4,309,layer,7.302382949791514
4+,medium,all_in,layer_5,,token_cosine,4,309,layer,0.23295442570814662
4+,medium,all_in,layer_5,,effective_rank,4,309,layer,8.678451785721409
4+,medium,all_in,layer_5,,normalized_effective_rank,4,309,layer,0.135600809151897
4+,medium,all_in,layer_5,,spatial_variance,4,309,layer,6.609693566522796
4+,medium,all_in,layer_8,,token_cosine,4,309,layer,0.18368512582781585
4+,medium,all_in,layer_8,,effective_rank,4,309,layer,15.581272810297328
4+,medium,all_in,layer_8,,normalized_effective_rank,4,309,layer,0.24345738766089575
4+,medium,all_in,layer_8,,spatial_variance,4,309,layer,1.4057203703556729
4+,medium,all_in,layer_11,,token_cosine,4,309,layer,0.4238024823173576
4+,medium,all_in,layer_11,,effective_rank,4,309,layer,19.16722816682106
4+,medium,all_in,layer_11,,normalized_effective_rank,4,309,layer,0.2994879401065791
4+,medium,all_in,layer_11,,spatial_variance,4,309,layer,0.09302386700237464
4+,medium,all_in,layer_2,layer_5,linear_cka,4,309,pair,0.9196176041520466
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,309,pair,0.13885911665127937
4+,medium,all_in,layer_2,layer_8,linear_cka,4,309,pair,0.8354789480493809
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,309,pair,0.38792059111755
4+,medium,all_in,layer_2,layer_11,linear_cka,4,309,pair,0.6932355601767526
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,309,pair,0.7667995508031039
4+,medium,all_in,layer_5,layer_8,linear_cka,4,309,pair,0.9640151253560723
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,309,pair,0.23752208835450894
4+,medium,all_in,layer_5,layer_11,linear_cka,4,309,pair,0.818887342197818
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,309,pair,0.733023994772497
4+,medium,all_in,layer_8,layer_11,linear_cka,4,309,pair,0.8896786053016056
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,309,pair,0.6678059276054817
4+,medium,all_in,layer_2,,token_cosine,4,310,layer,0.37353255548320724
4+,medium,all_in,layer_2,,effective_rank,4,310,layer,5.618490053899109
4+,medium,all_in,layer_2,,normalized_effective_rank,4,310,layer,0.08778890709217357
4+,medium,all_in,layer_2,,spatial_variance,4,310,layer,7.337577043775501
4+,medium,all_in,layer_5,,token_cosine,4,310,layer,0.23250767402544692
4+,medium,all_in,layer_5,,effective_rank,4,310,layer,8.682709525443249
4+,medium,all_in,layer_5,,normalized_effective_rank,4,310,layer,0.13566733633505076
4+,medium,all_in,layer_5,,spatial_variance,4,310,layer,6.632477209975019
4+,medium,all_in,layer_8,,token_cosine,4,310,layer,0.18359169259476835
4+,medium,all_in,layer_8,,effective_rank,4,310,layer,15.534296290004955
4+,medium,all_in,layer_8,,normalized_effective_rank,4,310,layer,0.24272337953132742
4+,medium,all_in,layer_8,,spatial_variance,4,310,layer,1.409915115477326
4+,medium,all_in,layer_11,,token_cosine,4,310,layer,0.4243699477628229
4+,medium,all_in,layer_11,,effective_rank,4,310,layer,19.17483811457037
4+,medium,all_in,layer_11,,normalized_effective_rank,4,310,layer,0.29960684554016204
4+,medium,all_in,layer_11,,spatial_variance,4,310,layer,0.09283105803640958
4+,medium,all_in,layer_2,layer_5,linear_cka,4,310,pair,0.9187526552423307
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,310,pair,0.13920041335634156
4+,medium,all_in,layer_2,layer_8,linear_cka,4,310,pair,0.8361380386919719
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,310,pair,0.38705567904217536
4+,medium,all_in,layer_2,layer_11,linear_cka,4,310,pair,0.6936451021316162
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,310,pair,0.7667868251210389
4+,medium,all_in,layer_5,layer_8,linear_cka,4,310,pair,0.964407656907486
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,310,pair,0.2376147295045989
4+,medium,all_in,layer_5,layer_11,linear_cka,4,310,pair,0.819691892217346
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,310,pair,0.7327860707872305
4+,medium,all_in,layer_8,layer_11,linear_cka,4,310,pair,0.8896618004446171
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,310,pair,0.6670068249137758
4+,medium,all_in,layer_2,,token_cosine,4,311,layer,0.3719103589236747
4+,medium,all_in,layer_2,,effective_rank,4,311,layer,5.608516543059077
4+,medium,all_in,layer_2,,normalized_effective_rank,4,311,layer,0.08763307098529807
4+,medium,all_in,layer_2,,spatial_variance,4,311,layer,7.370851102704628
4+,medium,all_in,layer_5,,token_cosine,4,311,layer,0.23184339325594636
4+,medium,all_in,layer_5,,effective_rank,4,311,layer,8.673855375499416
4+,medium,all_in,layer_5,,normalized_effective_rank,4,311,layer,0.13552899024217838
4+,medium,all_in,layer_5,,spatial_variance,4,311,layer,6.644495116325699
4+,medium,all_in,layer_8,,token_cosine,4,311,layer,0.1835481843520184
4+,medium,all_in,layer_8,,effective_rank,4,311,layer,15.525840267634267
4+,medium,all_in,layer_8,,normalized_effective_rank,4,311,layer,0.24259125418178543
4+,medium,all_in,layer_8,,spatial_variance,4,311,layer,1.4090383941393603
4+,medium,all_in,layer_11,,token_cosine,4,311,layer,0.42411417601967716
4+,medium,all_in,layer_11,,effective_rank,4,311,layer,19.20247900549687
4+,medium,all_in,layer_11,,normalized_effective_rank,4,311,layer,0.3000387344608886
4+,medium,all_in,layer_11,,spatial_variance,4,311,layer,0.09279540714406777
4+,medium,all_in,layer_2,layer_5,linear_cka,4,311,pair,0.9180356489916038
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,311,pair,0.13938922982680055
4+,medium,all_in,layer_2,layer_8,linear_cka,4,311,pair,0.8363390989749725
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,311,pair,0.3873712237196196
4+,medium,all_in,layer_2,layer_11,linear_cka,4,311,pair,0.6942231785805895
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,311,pair,0.7672017021442264
4+,medium,all_in,layer_5,layer_8,linear_cka,4,311,pair,0.9646926082553245
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,311,pair,0.2373010724051724
4+,medium,all_in,layer_5,layer_11,linear_cka,4,311,pair,0.8205554724883388
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,311,pair,0.7327242003048154
4+,medium,all_in,layer_8,layer_11,linear_cka,4,311,pair,0.8897723027270924
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,311,pair,0.6672208813496533
4+,medium,all_in,layer_2,,token_cosine,4,312,layer,0.37273059390064384
4+,medium,all_in,layer_2,,effective_rank,4,312,layer,5.62477945186886
4+,medium,all_in,layer_2,,normalized_effective_rank,4,312,layer,0.08788717893545094
4+,medium,all_in,layer_2,,spatial_variance,4,312,layer,7.345959699569735
4+,medium,all_in,layer_5,,token_cosine,4,312,layer,0.23210619945820116
4+,medium,all_in,layer_5,,effective_rank,4,312,layer,8.684827532448203
4+,medium,all_in,layer_5,,normalized_effective_rank,4,312,layer,0.13570043019450317
4+,medium,all_in,layer_5,,spatial_variance,4,312,layer,6.63923132070892
4+,medium,all_in,layer_8,,token_cosine,4,312,layer,0.18364666626405157
4+,medium,all_in,layer_8,,effective_rank,4,312,layer,15.610084355266347
4+,medium,all_in,layer_8,,normalized_effective_rank,4,312,layer,0.24390756805103667
4+,medium,all_in,layer_8,,spatial_variance,4,312,layer,1.4059977052590604
4+,medium,all_in,layer_11,,token_cosine,4,312,layer,0.4248433040988485
4+,medium,all_in,layer_11,,effective_rank,4,312,layer,19.232617491901465
4+,medium,all_in,layer_11,,normalized_effective_rank,4,312,layer,0.3005096483109604
4+,medium,all_in,layer_11,,spatial_variance,4,312,layer,0.09266501999691797
4+,medium,all_in,layer_2,layer_5,linear_cka,4,312,pair,0.9170713808714408
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,312,pair,0.13878503232914882
4+,medium,all_in,layer_2,layer_8,linear_cka,4,312,pair,0.8328837283745266
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,312,pair,0.38822323199399883
4+,medium,all_in,layer_2,layer_11,linear_cka,4,312,pair,0.6920114972871939
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,312,pair,0.7663459586204455
4+,medium,all_in,layer_5,layer_8,linear_cka,4,312,pair,0.9636445296287726
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,312,pair,0.2379128848924742
4+,medium,all_in,layer_5,layer_11,linear_cka,4,312,pair,0.8204423283860192
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,312,pair,0.7314515277308842
4+,medium,all_in,layer_8,layer_11,linear_cka,4,312,pair,0.8904631961379997
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,312,pair,0.666575726046816
4+,medium,mixed,layer_2,,token_cosine,4,313,layer,0.3733345527546555
4+,medium,mixed,layer_2,,effective_rank,4,313,layer,5.636034848569821
4+,medium,mixed,layer_2,,normalized_effective_rank,4,313,layer,0.08806304450890345
4+,medium,mixed,layer_2,,spatial_variance,4,313,layer,7.327869766198741
4+,medium,mixed,layer_5,,token_cosine,4,313,layer,0.2323043912845717
4+,medium,mixed,layer_5,,effective_rank,4,313,layer,8.695673305681515
4+,medium,mixed,layer_5,,normalized_effective_rank,4,313,layer,0.13586989540127367
4+,medium,mixed,layer_5,,spatial_variance,4,313,layer,6.644496944887279
4+,medium,mixed,layer_8,,token_cosine,4,313,layer,0.1839577623027541
4+,medium,mixed,layer_8,,effective_rank,4,313,layer,15.645608492046081
4+,medium,mixed,layer_8,,normalized_effective_rank,4,313,layer,0.24446263268822002
4+,medium,mixed,layer_8,,spatial_variance,4,313,layer,1.4087768980056465
4+,medium,mixed,layer_11,,token_cosine,4,313,layer,0.4240719492016676
4+,medium,mixed,layer_11,,effective_rank,4,313,layer,19.228159202334844
4+,medium,mixed,layer_11,,normalized_effective_rank,4,313,layer,0.30043998753648193
4+,medium,mixed,layer_11,,spatial_variance,4,313,layer,0.09267251794813224
4+,medium,mixed,layer_2,layer_5,linear_cka,4,313,pair,0.916736117533626
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,313,pair,0.1385218288567796
4+,medium,mixed,layer_2,layer_8,linear_cka,4,313,pair,0.8316092663702852
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,313,pair,0.38713121375230164
4+,medium,mixed,layer_2,layer_11,linear_cka,4,313,pair,0.689564311457588
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,313,pair,0.7675282072659568
4+,medium,mixed,layer_5,layer_8,linear_cka,4,313,pair,0.9640213087050457
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,313,pair,0.2381767894931929
4+,medium,mixed,layer_5,layer_11,linear_cka,4,313,pair,0.8195989404113649
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,313,pair,0.732468865719331
4+,medium,mixed,layer_8,layer_11,linear_cka,4,313,pair,0.8904201079382501
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,313,pair,0.6679744000667749
4+,medium,mixed,layer_2,,token_cosine,4,314,layer,0.37316786994423945
4+,medium,mixed,layer_2,,effective_rank,4,314,layer,5.6368099514929915
4+,medium,mixed,layer_2,,normalized_effective_rank,4,314,layer,0.08807515549207799
4+,medium,mixed,layer_2,,spatial_variance,4,314,layer,7.351189364998213
4+,medium,mixed,layer_5,,token_cosine,4,314,layer,0.23247916147752548
4+,medium,mixed,layer_5,,effective_rank,4,314,layer,8.704414096385168
4+,medium,mixed,layer_5,,normalized_effective_rank,4,314,layer,0.13600647025601825
4+,medium,mixed,layer_5,,spatial_variance,4,314,layer,6.6391449933133115
4+,medium,mixed,layer_8,,token_cosine,4,314,layer,0.18389848112060886
4+,medium,mixed,layer_8,,effective_rank,4,314,layer,15.650841567946385
4+,medium,mixed,layer_8,,normalized_effective_rank,4,314,layer,0.24454439949916226
4+,medium,mixed,layer_8,,spatial_variance,4,314,layer,1.403899260653623
4+,medium,mixed,layer_11,,token_cosine,4,314,layer,0.42386826101484826
4+,medium,mixed,layer_11,,effective_rank,4,314,layer,19.191594884720487
4+,medium,mixed,layer_11,,normalized_effective_rank,4,314,layer,0.2998686700737576
4+,medium,mixed,layer_11,,spatial_variance,4,314,layer,0.09253205312131241
4+,medium,mixed,layer_2,layer_5,linear_cka,4,314,pair,0.9175238992749228
4+,medium,mixed,layer_2,layer_5,directional_novelty,4,314,pair,0.1380854327483611
4+,medium,mixed,layer_2,layer_8,linear_cka,4,314,pair,0.8316050708604762
4+,medium,mixed,layer_2,layer_8,directional_novelty,4,314,pair,0.3864105962673956
4+,medium,mixed,layer_2,layer_11,linear_cka,4,314,pair,0.6887303213780923
4+,medium,mixed,layer_2,layer_11,directional_novelty,4,314,pair,0.7673233326010904
4+,medium,mixed,layer_5,layer_8,linear_cka,4,314,pair,0.9638648641187081
4+,medium,mixed,layer_5,layer_8,directional_novelty,4,314,pair,0.23926336994685993
4+,medium,mixed,layer_5,layer_11,linear_cka,4,314,pair,0.8187965022178825
4+,medium,mixed,layer_5,layer_11,directional_novelty,4,314,pair,0.7322583713314706
4+,medium,mixed,layer_8,layer_11,linear_cka,4,314,pair,0.8906089161483537
4+,medium,mixed,layer_8,layer_11,directional_novelty,4,314,pair,0.6672981309216599
4+,medium,all_in,layer_2,,token_cosine,4,315,layer,0.37536453835028216
4+,medium,all_in,layer_2,,effective_rank,4,315,layer,5.662747896831697
4+,medium,all_in,layer_2,,normalized_effective_rank,4,315,layer,0.08848043588799527
4+,medium,all_in,layer_2,,spatial_variance,4,315,layer,7.314067554410346
4+,medium,all_in,layer_5,,token_cosine,4,315,layer,0.2333767112834547
4+,medium,all_in,layer_5,,effective_rank,4,315,layer,8.745639760810132
4+,medium,all_in,layer_5,,normalized_effective_rank,4,315,layer,0.1366506212626583
4+,medium,all_in,layer_5,,spatial_variance,4,315,layer,6.624459551314036
4+,medium,all_in,layer_8,,token_cosine,4,315,layer,0.1841441446800041
4+,medium,all_in,layer_8,,effective_rank,4,315,layer,15.773637856294796
4+,medium,all_in,layer_8,,normalized_effective_rank,4,315,layer,0.24646309150460619
4+,medium,all_in,layer_8,,spatial_variance,4,315,layer,1.397882209700253
4+,medium,all_in,layer_11,,token_cosine,4,315,layer,0.4245418477969953
4+,medium,all_in,layer_11,,effective_rank,4,315,layer,19.246091566979565
4+,medium,all_in,layer_11,,normalized_effective_rank,4,315,layer,0.3007201807340557
4+,medium,all_in,layer_11,,spatial_variance,4,315,layer,0.09225349114029052
4+,medium,all_in,layer_2,layer_5,linear_cka,4,315,pair,0.9148552573307432
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,315,pair,0.13860941154786138
4+,medium,all_in,layer_2,layer_8,linear_cka,4,315,pair,0.8268627023537903
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,315,pair,0.3880769133337091
4+,medium,all_in,layer_2,layer_11,linear_cka,4,315,pair,0.6835766965263353
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,315,pair,0.7681011934197571
4+,medium,all_in,layer_5,layer_8,linear_cka,4,315,pair,0.9629778654384256
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,315,pair,0.2408427629573942
4+,medium,all_in,layer_5,layer_11,linear_cka,4,315,pair,0.8175844572526515
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,315,pair,0.7335618005553295
4+,medium,all_in,layer_8,layer_11,linear_cka,4,315,pair,0.8902075338042487
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,315,pair,0.6668509841807104
4+,medium,all_in,layer_2,,token_cosine,4,316,layer,0.37360835100830325
4+,medium,all_in,layer_2,,effective_rank,4,316,layer,5.6454382967210455
4+,medium,all_in,layer_2,,normalized_effective_rank,4,316,layer,0.08820997338626634
4+,medium,all_in,layer_2,,spatial_variance,4,316,layer,7.356201178132973
4+,medium,all_in,layer_5,,token_cosine,4,316,layer,0.23220204840984635
4+,medium,all_in,layer_5,,effective_rank,4,316,layer,8.726288491732877
4+,medium,all_in,layer_5,,normalized_effective_rank,4,316,layer,0.1363482576833262
4+,medium,all_in,layer_5,,spatial_variance,4,316,layer,6.660381037846488
4+,medium,all_in,layer_8,,token_cosine,4,316,layer,0.18409461637321445
4+,medium,all_in,layer_8,,effective_rank,4,316,layer,15.774034554999908
4+,medium,all_in,layer_8,,normalized_effective_rank,4,316,layer,0.24646928992187356
4+,medium,all_in,layer_8,,spatial_variance,4,316,layer,1.3974918294184544
4+,medium,all_in,layer_11,,token_cosine,4,316,layer,0.4242986178613595
4+,medium,all_in,layer_11,,effective_rank,4,316,layer,19.28563836699361
4+,medium,all_in,layer_11,,normalized_effective_rank,4,316,layer,0.30133809948427515
4+,medium,all_in,layer_11,,spatial_variance,4,316,layer,0.09225511400794133
4+,medium,all_in,layer_2,layer_5,linear_cka,4,316,pair,0.9164826098416973
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,316,pair,0.13875035105884412
4+,medium,all_in,layer_2,layer_8,linear_cka,4,316,pair,0.8285938528956619
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,316,pair,0.3895763090436232
4+,medium,all_in,layer_2,layer_11,linear_cka,4,316,pair,0.684178741048059
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,316,pair,0.7696822118172274
4+,medium,all_in,layer_5,layer_8,linear_cka,4,316,pair,0.9624282810307262
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,316,pair,0.24104444344276632
4+,medium,all_in,layer_5,layer_11,linear_cka,4,316,pair,0.8165974443657896
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,316,pair,0.7352163069318584
4+,medium,all_in,layer_8,layer_11,linear_cka,4,316,pair,0.889364760706186
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,316,pair,0.6676401903578864
4+,medium,all_in,layer_2,,token_cosine,4,317,layer,0.37386377623608363
4+,medium,all_in,layer_2,,effective_rank,4,317,layer,5.650972746702736
4+,medium,all_in,layer_2,,normalized_effective_rank,4,317,layer,0.08829644916723026
4+,medium,all_in,layer_2,,spatial_variance,4,317,layer,7.352609788007854
4+,medium,all_in,layer_5,,token_cosine,4,317,layer,0.2328514688080412
4+,medium,all_in,layer_5,,effective_rank,4,317,layer,8.721480573291352
4+,medium,all_in,layer_5,,normalized_effective_rank,4,317,layer,0.13627313395767737
4+,medium,all_in,layer_5,,spatial_variance,4,317,layer,6.678460838176329
4+,medium,all_in,layer_8,,token_cosine,4,317,layer,0.18414777374009145
4+,medium,all_in,layer_8,,effective_rank,4,317,layer,15.695653627472266
4+,medium,all_in,layer_8,,normalized_effective_rank,4,317,layer,0.24524458792925416
4+,medium,all_in,layer_8,,spatial_variance,4,317,layer,1.3961599542452028
4+,medium,all_in,layer_11,,token_cosine,4,317,layer,0.42440502605205266
4+,medium,all_in,layer_11,,effective_rank,4,317,layer,19.262788007567515
4+,medium,all_in,layer_11,,normalized_effective_rank,4,317,layer,0.3009810626182424
4+,medium,all_in,layer_11,,spatial_variance,4,317,layer,0.09222858784454883
4+,medium,all_in,layer_2,layer_5,linear_cka,4,317,pair,0.9140230437291237
4+,medium,all_in,layer_2,layer_5,directional_novelty,4,317,pair,0.13852085518477106
4+,medium,all_in,layer_2,layer_8,linear_cka,4,317,pair,0.8264779657389875
4+,medium,all_in,layer_2,layer_8,directional_novelty,4,317,pair,0.38938857490320067
4+,medium,all_in,layer_2,layer_11,linear_cka,4,317,pair,0.6803775855551075
4+,medium,all_in,layer_2,layer_11,directional_novelty,4,317,pair,0.7704137788773249
4+,medium,all_in,layer_5,layer_8,linear_cka,4,317,pair,0.9627559302979442
4+,medium,all_in,layer_5,layer_8,directional_novelty,4,317,pair,0.23986608455463174
4+,medium,all_in,layer_5,layer_11,linear_cka,4,317,pair,0.8159487213281512
4+,medium,all_in,layer_5,layer_11,directional_novelty,4,317,pair,0.7348429326348087
4+,medium,all_in,layer_8,layer_11,linear_cka,4,317,pair,0.8891093443653466
4+,medium,all_in,layer_8,layer_11,directional_novelty,4,317,pair,0.6675558091459709
4+,medium,all_in,layer_2,,token_cosine,4,318,layer,0.37516658489352234
4+,medium,all_in,layer_2,,effective_rank,4,318,layer,5.632122456511835
4+,medium,all_in,layer_2,,normalized_effective_rank,4,318,layer,0.08800191338299743
