component,crowd_bin,head_area_bin,inout_bin,metric,people_count,person,sample_id,value
sasa,1,large,all_out,uniform_l1,1,0,6457,0.2137891368183773
sasa,1,large,all_out,weight_layer_0,1,0,6457,0.0016124482499435544
sasa,1,large,all_out,weight_layer_1,1,0,6457,0.0708092749118805
sasa,1,large,all_out,weight_layer_2,1,0,6457,0.2632550001144409
sasa,1,large,all_out,weight_layer_3,1,0,6457,0.6643232703208923
ggsf,1,large,all_out,mean,1,0,6531,0.9703056812286377
ggsf,1,large,all_out,variance,1,0,6531,0.0001604027347639203
ggsf,1,large,all_out,std,1,0,6531,0.012665020301938057
ggsf,1,large,all_out,min,1,0,6531,0.9452812075614929
ggsf,1,large,all_out,max,1,0,6531,0.9927398562431335
ggsf,1,large,all_out,spatial_entropy,1,0,6531,0.9999877106104654
ggsf,1,large,all_out,identity_l1,1,0,6531,0.029694315046072006
ggsf,1,large,all_out,dynamic_range,1,0,6531,0.047458648681640625
sasa,1,large,all_out,entropy,1,0,6531,0.6024716926239523
sasa,1,large,all_out,max_weight,1,0,6531,0.661102294921875
sasa,1,large,all_out,uniform_l1,1,0,6531,0.21094911271939054
sasa,1,large,all_out,weight_layer_0,1,0,6531,0.0027653684373944998
sasa,1,large,all_out,weight_layer_1,1,0,6531,0.07533642649650574
sasa,1,large,all_out,weight_layer_2,1,0,6531,0.2607959508895874
sasa,1,large,all_out,weight_layer_3,1,0,6531,0.661102294921875
ggsf,1,large,all_out,mean,1,0,6593,0.9761099815368652
ggsf,1,large,all_out,variance,1,0,6593,0.00013683107681572437
ggsf,1,large,all_out,std,1,0,6593,0.011697481386363506
ggsf,1,large,all_out,min,1,0,6593,0.9509857296943665
ggsf,1,large,all_out,max,1,0,6593,0.9950502514839172
ggsf,1,large,all_out,spatial_entropy,1,0,6593,0.9999896342586564
ggsf,1,large,all_out,identity_l1,1,0,6593,0.02389001101255417
ggsf,1,large,all_out,dynamic_range,1,0,6593,0.04406452178955078
sasa,1,large,all_out,entropy,1,0,6593,0.6119826046348372
sasa,1,large,all_out,max_weight,1,0,6593,0.6456845998764038
sasa,1,large,all_out,uniform_l1,1,0,6593,0.2090588441642467
sasa,1,large,all_out,weight_layer_0,1,0,6593,0.001322289346717298
sasa,1,large,all_out,weight_layer_1,1,0,6593,0.08056000620126724
sasa,1,large,all_out,weight_layer_2,1,0,6593,0.2724330723285675
sasa,1,large,all_out,weight_layer_3,1,0,6593,0.6456845998764038
ggsf,1,large,all_out,mean,1,0,6612,0.9753744006156921
ggsf,1,large,all_out,variance,1,0,6612,0.0001335452398052439
ggsf,1,large,all_out,std,1,0,6612,0.011556177400052547
ggsf,1,large,all_out,min,1,0,6612,0.9505020380020142
ggsf,1,large,all_out,max,1,0,6612,0.9945439100265503
ggsf,1,large,all_out,spatial_entropy,1,0,6612,0.9999898695767981
ggsf,1,large,all_out,identity_l1,1,0,6612,0.024625618010759354
ggsf,1,large,all_out,dynamic_range,1,0,6612,0.04404187202453613
sasa,1,large,all_out,entropy,1,0,6612,0.5978955874184996
sasa,1,large,all_out,max_weight,1,0,6612,0.6635344624519348
sasa,1,large,all_out,uniform_l1,1,0,6612,0.21036086173262447
sasa,1,large,all_out,weight_layer_0,1,0,6612,0.001265855971723795
sasa,1,large,all_out,weight_layer_1,1,0,6612,0.07801243662834167
sasa,1,large,all_out,weight_layer_2,1,0,6612,0.25718727707862854
sasa,1,large,all_out,weight_layer_3,1,0,6612,0.6635344624519348
ggsf,1,large,all_out,mean,1,0,6707,0.973899781703949
ggsf,1,large,all_out,variance,1,0,6707,0.00019856251310557127
ggsf,1,large,all_out,std,1,0,6707,0.014091220684349537
ggsf,1,large,all_out,min,1,0,6707,0.9470981359481812
ggsf,1,large,all_out,max,1,0,6707,0.9953195452690125
ggsf,1,large,all_out,spatial_entropy,1,0,6707,0.9999848881049552
ggsf,1,large,all_out,identity_l1,1,0,6707,0.026100169867277145
ggsf,1,large,all_out,dynamic_range,1,0,6707,0.0482214093208313
sasa,1,large,all_out,entropy,1,0,6707,0.6026686843272605
sasa,1,large,all_out,max_weight,1,0,6707,0.6565753221511841
sasa,1,large,all_out,uniform_l1,1,0,6707,0.2111331566120498
sasa,1,large,all_out,weight_layer_0,1,0,6707,0.001790833892300725
sasa,1,large,all_out,weight_layer_1,1,0,6707,0.07594287395477295
sasa,1,large,all_out,weight_layer_2,1,0,6707,0.26569101214408875
sasa,1,large,all_out,weight_layer_3,1,0,6707,0.6565753221511841
ggsf,1,large,all_in,mean,1,0,6858,0.9757047891616821
ggsf,1,large,all_in,variance,1,0,6858,0.0001295851106988266
ggsf,1,large,all_in,std,1,0,6858,0.011383545584976673
ggsf,1,large,all_in,min,1,0,6858,0.9521028399467468
ggsf,1,large,all_in,max,1,0,6858,0.9950752854347229
ggsf,1,large,all_in,spatial_entropy,1,0,6858,0.9999901742832282
ggsf,1,large,all_in,identity_l1,1,0,6858,0.024295220151543617
ggsf,1,large,all_in,dynamic_range,1,0,6858,0.042972445487976074
sasa,1,large,all_in,entropy,1,0,6858,0.5902874295473398
sasa,1,large,all_in,max_weight,1,0,6858,0.6848124861717224
sasa,1,large,all_in,uniform_l1,1,0,6858,0.2174062359263189
sasa,1,large,all_in,weight_layer_0,1,0,6858,0.0025853055994957685
sasa,1,large,all_in,weight_layer_1,1,0,6858,0.08223216235637665
sasa,1,large,all_in,weight_layer_2,1,0,6858,0.23037007451057434
sasa,1,large,all_in,weight_layer_3,1,0,6858,0.6848124861717224
ggsf,1,large,all_in,mean,1,0,6875,0.9759313464164734
ggsf,1,large,all_in,variance,1,0,6875,0.00012667042028624564
ggsf,1,large,all_in,std,1,0,6875,0.011254795826971531
ggsf,1,large,all_in,min,1,0,6875,0.9522725343704224
ggsf,1,large,all_in,max,1,0,6875,0.9950478672981262
ggsf,1,large,all_in,spatial_entropy,1,0,6875,0.9999903994991569
ggsf,1,large,all_in,identity_l1,1,0,6875,0.02406865358352661
ggsf,1,large,all_in,dynamic_range,1,0,6875,0.04277533292770386
sasa,1,large,all_in,entropy,1,0,6875,0.535000086417943
sasa,1,large,all_in,max_weight,1,0,6875,0.7328274250030518
sasa,1,large,all_in,uniform_l1,1,0,6875,0.2414137093583122
sasa,1,large,all_in,weight_layer_0,1,0,6875,0.002152433153241873
sasa,1,large,all_in,weight_layer_1,1,0,6875,0.06597349792718887
sasa,1,large,all_in,weight_layer_2,1,0,6875,0.19904665648937225
sasa,1,large,all_in,weight_layer_3,1,0,6875,0.7328274250030518
ggsf,1,large,all_in,mean,1,0,6903,0.9759354591369629
ggsf,1,large,all_in,variance,1,0,6903,0.00012663655797950923
ggsf,1,large,all_in,std,1,0,6903,0.011253290809690952
ggsf,1,large,all_in,min,1,0,6903,0.9522749185562134
ggsf,1,large,all_in,max,1,0,6903,0.9950479865074158
ggsf,1,large,all_in,spatial_entropy,1,0,6903,0.9999904021415686
ggsf,1,large,all_in,identity_l1,1,0,6903,0.024064553901553154
ggsf,1,large,all_in,dynamic_range,1,0,6903,0.04277306795120239
sasa,1,large,all_in,entropy,1,0,6903,0.5374688141705971
sasa,1,large,all_in,max_weight,1,0,6903,0.7329744100570679
sasa,1,large,all_in,uniform_l1,1,0,6903,0.24148721265373752
sasa,1,large,all_in,weight_layer_0,1,0,6903,0.002970173256471753
sasa,1,large,all_in,weight_layer_1,1,0,6903,0.06602191925048828
sasa,1,large,all_in,weight_layer_2,1,0,6903,0.19803346693515778
sasa,1,large,all_in,weight_layer_3,1,0,6903,0.7329744100570679
ggsf,1,large,all_out,mean,1,0,7000,0.9643534421920776
ggsf,1,large,all_out,variance,1,0,7000,0.00018684344831854105
ggsf,1,large,all_out,std,1,0,7000,0.013669068925082684
ggsf,1,large,all_out,min,1,0,7000,0.941705048084259
ggsf,1,large,all_out,max,1,0,7000,0.9918255805969238
ggsf,1,large,all_out,spatial_entropy,1,0,7000,0.99998552851446
ggsf,1,large,all_out,identity_l1,1,0,7000,0.03564654290676117
ggsf,1,large,all_out,dynamic_range,1,0,7000,0.050120532512664795
sasa,1,large,all_out,entropy,1,0,7000,0.5574159053862517
sasa,1,large,all_out,max_weight,1,0,7000,0.7139596939086914
sasa,1,large,all_out,uniform_l1,1,0,7000,0.23197984567377716
sasa,1,large,all_out,weight_layer_0,1,0,7000,0.0020760572515428066
sasa,1,large,all_out,weight_layer_1,1,0,7000,0.07302596420049667
sasa,1,large,all_out,weight_layer_2,1,0,7000,0.21093828976154327
sasa,1,large,all_out,weight_layer_3,1,0,7000,0.7139596939086914
ggsf,2-3,large,mixed,mean,2,0,7111,0.9633808732032776
ggsf,2-3,large,mixed,variance,2,0,7111,0.000207604025490582
ggsf,2-3,large,mixed,std,2,0,7111,0.014408471062779427
ggsf,2-3,large,mixed,min,2,0,7111,0.9389081001281738
ggsf,2-3,large,mixed,max,2,0,7111,0.9912460446357727
ggsf,2-3,large,mixed,spatial_entropy,2,0,7111,0.9999838863166339
ggsf,2-3,large,mixed,identity_l1,2,0,7111,0.036619141697883606
ggsf,2-3,large,mixed,dynamic_range,2,0,7111,0.05233794450759888
ggsf,2-3,large,mixed,mean,2,1,7111,0.9796839356422424
ggsf,2-3,large,mixed,variance,2,1,7111,0.0002846436109393835
ggsf,2-3,large,mixed,std,2,1,7111,0.016871385276317596
ggsf,2-3,large,mixed,min,2,1,7111,0.9319397807121277
ggsf,2-3,large,mixed,max,2,1,7111,0.9974817633628845
ggsf,2-3,large,mixed,spatial_entropy,2,1,7111,0.99997849479796
ggsf,2-3,large,mixed,identity_l1,2,1,7111,0.02031606249511242
ggsf,2-3,large,mixed,dynamic_range,2,1,7111,0.06554198265075684
ggsf,2-3,large,mixed,inter_person_l1,2,all,7111,0.0190107598900795
sasa,2-3,large,mixed,entropy,2,0,7111,0.6264383173855095
sasa,2-3,large,mixed,max_weight,2,0,7111,0.6429610252380371
sasa,2-3,large,mixed,uniform_l1,2,0,7111,0.20368292985949665
sasa,2-3,large,mixed,weight_layer_0,2,0,7111,0.002736640628427267
sasa,2-3,large,mixed,weight_layer_1,2,0,7111,0.08989749848842621
sasa,2-3,large,mixed,weight_layer_2,2,0,7111,0.264404833316803
sasa,2-3,large,mixed,weight_layer_3,2,0,7111,0.6429610252380371
sasa,2-3,large,mixed,entropy,2,1,7111,0.6209348028486179
sasa,2-3,large,mixed,max_weight,2,1,7111,0.6475315690040588
sasa,2-3,large,mixed,uniform_l1,2,1,7111,0.20498163672164083
sasa,2-3,large,mixed,weight_layer_0,2,1,7111,0.0025354530662298203
sasa,2-3,large,mixed,weight_layer_1,2,1,7111,0.08750125020742416
sasa,2-3,large,mixed,weight_layer_2,2,1,7111,0.26243168115615845
sasa,2-3,large,mixed,weight_layer_3,2,1,7111,0.6475315690040588
sasa,2-3,large,mixed,inter_person_l1,2,all,7111,0.0011426415294408798
ggsf,2-3,medium,all_in,mean,2,0,7222,0.9521619081497192
ggsf,2-3,medium,all_in,variance,2,0,7222,0.0003388051991350949
ggsf,2-3,medium,all_in,std,2,0,7222,0.018406661227345467
ggsf,2-3,medium,all_in,min,2,0,7222,0.9265221953392029
ggsf,2-3,medium,all_in,max,2,0,7222,0.9881898164749146
ggsf,2-3,medium,all_in,spatial_entropy,2,0,7222,0.9999731221078294
ggsf,2-3,medium,all_in,identity_l1,2,0,7222,0.04783813655376434
ggsf,2-3,medium,all_in,dynamic_range,2,0,7222,0.06166762113571167
ggsf,2-3,medium,all_in,mean,2,1,7222,0.9468158483505249
ggsf,2-3,medium,all_in,variance,2,1,7222,0.00024147208023350686
ggsf,2-3,medium,all_in,std,2,1,7222,0.015539372339844704
ggsf,2-3,medium,all_in,min,2,1,7222,0.9259132146835327
ggsf,2-3,medium,all_in,max,2,1,7222,0.9840998649597168
ggsf,2-3,medium,all_in,spatial_entropy,2,1,7222,0.9999806495080823
ggsf,2-3,medium,all_in,identity_l1,2,1,7222,0.0531841404736042
ggsf,2-3,medium,all_in,dynamic_range,2,1,7222,0.05818665027618408
ggsf,2-3,medium,all_in,inter_person_l1,2,all,7222,0.006492755841463804
sasa,2-3,medium,all_in,entropy,2,0,7222,0.574832813358928
sasa,2-3,medium,all_in,max_weight,2,0,7222,0.7062073349952698
sasa,2-3,medium,all_in,uniform_l1,2,0,7222,0.22810365582699887
sasa,2-3,medium,all_in,weight_layer_0,2,0,7222,0.001879679155535996
sasa,2-3,medium,all_in,weight_layer_1,2,0,7222,0.08960337936878204
sasa,2-3,medium,all_in,weight_layer_2,2,0,7222,0.20230965316295624
sasa,2-3,medium,all_in,weight_layer_3,2,0,7222,0.7062073349952698
sasa,2-3,medium,all_in,entropy,2,1,7222,0.5769221728227474
sasa,2-3,medium,all_in,max_weight,2,1,7222,0.704542338848114
sasa,2-3,medium,all_in,uniform_l1,2,1,7222,0.22727117498288862
sasa,2-3,medium,all_in,weight_layer_0,2,1,7222,0.0019183607073500752
sasa,2-3,medium,all_in,weight_layer_1,2,1,7222,0.09039127081632614
sasa,2-3,medium,all_in,weight_layer_2,2,1,7222,0.2031480073928833
sasa,2-3,medium,all_in,weight_layer_3,2,1,7222,0.704542338848114
sasa,2-3,medium,all_in,inter_person_l1,2,all,7222,0.00041624042205512524
ggsf,2-3,medium,all_in,mean,3,0,7293,0.9565619230270386
ggsf,2-3,medium,all_in,variance,3,0,7293,0.00029893306782469153
ggsf,2-3,medium,all_in,std,3,0,7293,0.01728968136012554
ggsf,2-3,medium,all_in,min,3,0,7293,0.9318533539772034
ggsf,2-3,medium,all_in,max,3,0,7293,0.9915784597396851
ggsf,2-3,medium,all_in,spatial_entropy,3,0,7293,0.9999765081679434
ggsf,2-3,medium,all_in,identity_l1,3,0,7293,0.04343803972005844
ggsf,2-3,medium,all_in,dynamic_range,3,0,7293,0.05972510576248169
ggsf,2-3,medium,all_in,mean,3,1,7293,0.9488275051116943
ggsf,2-3,medium,all_in,variance,3,1,7293,0.000351108203176409
ggsf,2-3,medium,all_in,std,3,1,7293,0.018737882375717163
ggsf,2-3,medium,all_in,min,3,1,7293,0.9238599538803101
ggsf,2-3,medium,all_in,max,3,1,7293,0.9872044324874878
ggsf,2-3,medium,all_in,spatial_entropy,3,1,7293,0.9999719731064345
ggsf,2-3,medium,all_in,identity_l1,3,1,7293,0.05117250978946686
ggsf,2-3,medium,all_in,dynamic_range,3,1,7293,0.06334447860717773
ggsf,2-3,medium,all_in,mean,3,2,7293,0.975642740726471
ggsf,2-3,medium,all_in,variance,3,2,7293,0.0003824283485300839
ggsf,2-3,medium,all_in,std,3,2,7293,0.019555775448679924
ggsf,2-3,medium,all_in,min,3,2,7293,0.9284878373146057
ggsf,2-3,medium,all_in,max,3,2,7293,0.9970465302467346
ggsf,2-3,medium,all_in,spatial_entropy,3,2,7293,0.9999708756253844
ggsf,2-3,medium,all_in,identity_l1,3,2,7293,0.024357236921787262
ggsf,2-3,medium,all_in,dynamic_range,3,2,7293,0.0685586929321289
ggsf,2-3,medium,all_in,inter_person_l1,3,all,7293,0.018474947661161423
sasa,2-3,medium,all_in,entropy,3,0,7293,0.5749216924827036
sasa,2-3,medium,all_in,max_weight,3,0,7293,0.7052836418151855
sasa,2-3,medium,all_in,uniform_l1,3,0,7293,0.2276418269611895
sasa,2-3,medium,all_in,weight_layer_0,3,0,7293,0.0017180424183607101
sasa,2-3,medium,all_in,weight_layer_1,3,0,7293,0.08928170055150986
sasa,2-3,medium,all_in,weight_layer_2,3,0,7293,0.20371659100055695
sasa,2-3,medium,all_in,weight_layer_3,3,0,7293,0.7052836418151855
sasa,2-3,medium,all_in,entropy,3,1,7293,0.578347641001573
sasa,2-3,medium,all_in,max_weight,3,1,7293,0.7025989294052124
sasa,2-3,medium,all_in,uniform_l1,3,1,7293,0.22629945378866978
sasa,2-3,medium,all_in,weight_layer_0,3,1,7293,0.0018033523811027408
sasa,2-3,medium,all_in,weight_layer_1,3,1,7293,0.09052810072898865
sasa,2-3,medium,all_in,weight_layer_2,3,1,7293,0.2050696611404419
sasa,2-3,medium,all_in,weight_layer_3,3,1,7293,0.7025989294052124
sasa,2-3,medium,all_in,entropy,3,2,7293,0.5665659295506823
sasa,2-3,medium,all_in,max_weight,3,2,7293,0.7118849754333496
sasa,2-3,medium,all_in,uniform_l1,3,2,7293,0.23094248631969094
sasa,2-3,medium,all_in,weight_layer_0,3,2,7293,0.0015566926449537277
sasa,2-3,medium,all_in,weight_layer_1,3,2,7293,0.08625625818967819
sasa,2-3,medium,all_in,weight_layer_2,3,2,7293,0.20030207931995392
sasa,2-3,medium,all_in,weight_layer_3,3,2,7293,0.7118849754333496
sasa,2-3,medium,all_in,inter_person_l1,3,all,7293,0.0017652679234743118
ggsf,1,large,all_out,mean,1,0,7373,0.9737248420715332
ggsf,1,large,all_out,variance,1,0,7373,0.00012839755800087005
ggsf,1,large,all_out,std,1,0,7373,0.011331264860928059
ggsf,1,large,all_out,min,1,0,7373,0.9487216472625732
ggsf,1,large,all_out,max,1,0,7373,0.9934970140457153
ggsf,1,large,all_out,spatial_entropy,1,0,7373,0.9999902282561971
ggsf,1,large,all_out,identity_l1,1,0,7373,0.02627517841756344
ggsf,1,large,all_out,dynamic_range,1,0,7373,0.04477536678314209
sasa,1,large,all_out,entropy,1,0,7373,0.5497610106410717
sasa,1,large,all_out,max_weight,1,0,7373,0.7124963402748108
sasa,1,large,all_out,uniform_l1,1,0,7373,0.2312481667031534
sasa,1,large,all_out,weight_layer_0,1,0,7373,0.0038420918863266706
sasa,1,large,all_out,weight_layer_1,1,0,7373,0.05665195733308792
sasa,1,large,all_out,weight_layer_2,1,0,7373,0.2270096242427826
sasa,1,large,all_out,weight_layer_3,1,0,7373,0.7124963402748108
ggsf,1,large,all_out,mean,1,0,7410,0.9634412527084351
ggsf,1,large,all_out,variance,1,0,7410,0.00019478957983665168
ggsf,1,large,all_out,std,1,0,7410,0.013956704176962376
ggsf,1,large,all_out,min,1,0,7410,0.9369899034500122
ggsf,1,large,all_out,max,1,0,7410,0.9901156425476074
ggsf,1,large,all_out,spatial_entropy,1,0,7410,0.9999848740999819
ggsf,1,large,all_out,identity_l1,1,0,7410,0.03655877709388733
ggsf,1,large,all_out,dynamic_range,1,0,7410,0.053125739097595215
sasa,1,large,all_out,entropy,1,0,7410,0.5333206258090035
sasa,1,large,all_out,max_weight,1,0,7410,0.734539270401001
sasa,1,large,all_out,uniform_l1,1,0,7410,0.2422696313005872
sasa,1,large,all_out,weight_layer_0,1,0,7410,0.0023759237956255674
sasa,1,large,all_out,weight_layer_1,1,0,7410,0.06499012559652328
sasa,1,large,all_out,weight_layer_2,1,0,7410,0.1980946958065033
sasa,1,large,all_out,weight_layer_3,1,0,7410,0.734539270401001
ggsf,2-3,large,mixed,mean,2,0,7531,0.9590259790420532
ggsf,2-3,large,mixed,variance,2,0,7531,0.00031153508462011814
ggsf,2-3,large,mixed,std,2,0,7531,0.017650356516242027
ggsf,2-3,large,mixed,min,2,0,7531,0.9329889416694641
ggsf,2-3,large,mixed,max,2,0,7531,0.9916125535964966
ggsf,2-3,large,mixed,spatial_entropy,2,0,7531,0.999975620507572
ggsf,2-3,large,mixed,identity_l1,2,0,7531,0.04097401350736618
ggsf,2-3,large,mixed,dynamic_range,2,0,7531,0.05862361192703247
ggsf,2-3,large,mixed,mean,2,1,7531,0.962440013885498
ggsf,2-3,large,mixed,variance,2,1,7531,0.00019647828594315797
ggsf,2-3,large,mixed,std,2,1,7531,0.014017071574926376
ggsf,2-3,large,mixed,min,2,1,7531,0.9374732375144958
ggsf,2-3,large,mixed,max,2,1,7531,0.9892020225524902
ggsf,2-3,large,mixed,spatial_entropy,2,1,7531,0.9999847118317927
ggsf,2-3,large,mixed,identity_l1,2,1,7531,0.037559956312179565
ggsf,2-3,large,mixed,dynamic_range,2,1,7531,0.051728785037994385
ggsf,2-3,large,mixed,inter_person_l1,2,all,7531,0.006362279877066612
sasa,2-3,large,mixed,entropy,2,0,7531,0.560867799120319
sasa,2-3,large,mixed,max_weight,2,0,7531,0.7206140756607056
sasa,2-3,large,mixed,uniform_l1,2,0,7531,0.23530702397692949
sasa,2-3,large,mixed,weight_layer_0,2,0,7531,0.004255774896591902
sasa,2-3,large,mixed,weight_layer_1,2,0,7531,0.07702095061540604
sasa,2-3,large,mixed,weight_layer_2,2,0,7531,0.19810925424098969
sasa,2-3,large,mixed,weight_layer_3,2,0,7531,0.7206140756607056
sasa,2-3,large,mixed,entropy,2,1,7531,0.5588594067676662
sasa,2-3,large,mixed,max_weight,2,1,7531,0.7219317555427551
sasa,2-3,large,mixed,uniform_l1,2,1,7531,0.23596587008796632
sasa,2-3,large,mixed,weight_layer_0,2,1,7531,0.004115127958357334
sasa,2-3,large,mixed,weight_layer_1,2,1,7531,0.07645364850759506
sasa,2-3,large,mixed,weight_layer_2,2,1,7531,0.19749949872493744
sasa,2-3,large,mixed,weight_layer_3,2,1,7531,0.7219317555427551
sasa,2-3,large,mixed,inter_person_l1,2,all,7531,0.00032942305551841855
ggsf,1,medium,all_in,mean,1,0,7636,0.9478486776351929
ggsf,1,medium,all_in,variance,1,0,7636,0.00040168347186408937
ggsf,1,medium,all_in,std,1,0,7636,0.020042043179273605
ggsf,1,medium,all_in,min,1,0,7636,0.9212220907211304
ggsf,1,medium,all_in,max,1,0,7636,0.9870593547821045
ggsf,1,medium,all_in,spatial_entropy,1,0,7636,0.9999678657430656
ggsf,1,medium,all_in,identity_l1,1,0,7636,0.052151359617710114
ggsf,1,medium,all_in,dynamic_range,1,0,7636,0.06583726406097412
sasa,1,medium,all_in,entropy,1,0,7636,0.5718984757624052
sasa,1,medium,all_in,max_weight,1,0,7636,0.7089114785194397
sasa,1,medium,all_in,uniform_l1,1,0,7636,0.2294557469431311
sasa,1,medium,all_in,weight_layer_0,1,0,7636,0.0024028560146689415
sasa,1,medium,all_in,weight_layer_1,1,0,7636,0.0859362781047821
sasa,1,medium,all_in,weight_layer_2,1,0,7636,0.2027493566274643
sasa,1,medium,all_in,weight_layer_3,1,0,7636,0.7089114785194397
ggsf,1,medium,all_in,mean,1,0,7685,0.947381854057312
ggsf,1,medium,all_in,variance,1,0,7685,0.0003612966975197196
ggsf,1,medium,all_in,std,1,0,7685,0.019007805734872818
ggsf,1,medium,all_in,min,1,0,7685,0.9219098687171936
ggsf,1,medium,all_in,max,1,0,7685,0.9861485958099365
ggsf,1,medium,all_in,spatial_entropy,1,0,7685,0.9999710735564012
ggsf,1,medium,all_in,identity_l1,1,0,7685,0.052618153393268585
ggsf,1,medium,all_in,dynamic_range,1,0,7685,0.06423872709274292
sasa,1,medium,all_in,entropy,1,0,7685,0.5791523431567253
sasa,1,medium,all_in,max_weight,1,0,7685,0.6998612284660339
sasa,1,medium,all_in,uniform_l1,1,0,7685,0.22493061641580425
sasa,1,medium,all_in,weight_layer_0,1,0,7685,0.0016497360775247216
sasa,1,medium,all_in,weight_layer_1,1,0,7685,0.08875908702611923
sasa,1,medium,all_in,weight_layer_2,1,0,7685,0.20972993969917297
sasa,1,medium,all_in,weight_layer_3,1,0,7685,0.6998612284660339
ggsf,1,large,all_in,mean,1,0,7720,0.9770146012306213
ggsf,1,large,all_in,variance,1,0,7720,0.00015495960542466491
ggsf,1,large,all_in,std,1,0,7720,0.012448277324438095
ggsf,1,large,all_in,min,1,0,7720,0.9492547512054443
ggsf,1,large,all_in,max,1,0,7720,0.9956797361373901
ggsf,1,large,all_in,spatial_entropy,1,0,7720,0.9999882766937457
ggsf,1,large,all_in,identity_l1,1,0,7720,0.02298540249466896
ggsf,1,large,all_in,dynamic_range,1,0,7720,0.0464249849319458
sasa,1,large,all_in,entropy,1,0,7720,0.5596746596647625
sasa,1,large,all_in,max_weight,1,0,7720,0.7148786187171936
sasa,1,large,all_in,uniform_l1,1,0,7720,0.23243931191973388
sasa,1,large,all_in,weight_layer_0,1,0,7720,0.003737431950867176
sasa,1,large,all_in,weight_layer_1,1,0,7720,0.07034917920827866
sasa,1,large,all_in,weight_layer_2,1,0,7720,0.21103475987911224
sasa,1,large,all_in,weight_layer_3,1,0,7720,0.7148786187171936
ggsf,2-3,large,mixed,mean,2,0,7864,0.9505470991134644
ggsf,2-3,large,mixed,variance,2,0,7864,0.00036649906542152166
ggsf,2-3,large,mixed,std,2,0,7864,0.01914416439831257
ggsf,2-3,large,mixed,min,2,0,7864,0.9245361089706421
ggsf,2-3,large,mixed,max,2,0,7864,0.9899922013282776
ggsf,2-3,large,mixed,spatial_entropy,2,0,7864,0.9999708622288951
ggsf,2-3,large,mixed,identity_l1,2,0,7864,0.04945291578769684
ggsf,2-3,large,mixed,dynamic_range,2,0,7864,0.0654560923576355
ggsf,2-3,large,mixed,mean,2,1,7864,0.9615204930305481
ggsf,2-3,large,mixed,variance,2,1,7864,0.00031792069785296917
ggsf,2-3,large,mixed,std,2,1,7864,0.01783033087849617
ggsf,2-3,large,mixed,min,2,1,7864,0.9313822388648987
ggsf,2-3,large,mixed,max,2,1,7864,0.9914090037345886
ggsf,2-3,large,mixed,spatial_entropy,2,1,7864,0.9999752126310101
ggsf,2-3,large,mixed,identity_l1,2,1,7864,0.03847954422235489
ggsf,2-3,large,mixed,dynamic_range,2,1,7864,0.06002676486968994
ggsf,2-3,large,mixed,inter_person_l1,2,all,7864,0.01097337156534195
sasa,2-3,large,mixed,entropy,2,0,7864,0.6157431693900727
sasa,2-3,large,mixed,max_weight,2,0,7864,0.6508456468582153
sasa,2-3,large,mixed,uniform_l1,2,0,7864,0.20426417628186755
sasa,2-3,large,mixed,weight_layer_0,2,0,7864,0.0010815440909937024
sasa,2-3,large,mixed,weight_layer_1,2,0,7864,0.09039010852575302
sasa,2-3,large,mixed,weight_layer_2,2,0,7864,0.2576827108860016
sasa,2-3,large,mixed,weight_layer_3,2,0,7864,0.6508456468582153
sasa,2-3,large,mixed,entropy,2,1,7864,0.6120203021363205
sasa,2-3,large,mixed,max_weight,2,1,7864,0.654050350189209
sasa,2-3,large,mixed,uniform_l1,2,1,7864,0.20513445843243971
sasa,2-3,large,mixed,weight_layer_0,2,1,7864,0.0010051669087260962
sasa,2-3,large,mixed,weight_layer_1,2,1,7864,0.08872590214014053
sasa,2-3,large,mixed,weight_layer_2,2,1,7864,0.2562185525894165
sasa,2-3,large,mixed,weight_layer_3,2,1,7864,0.654050350189209
sasa,2-3,large,mixed,inter_person_l1,2,all,7864,0.000801180605776608
ggsf,2-3,large,all_in,mean,2,0,7895,0.9580984115600586
ggsf,2-3,large,all_in,variance,2,0,7895,0.0002480299735907465
ggsf,2-3,large,all_in,std,2,0,7895,0.015748966485261917
ggsf,2-3,large,all_in,min,2,0,7895,0.9324967265129089
ggsf,2-3,large,all_in,max,2,0,7895,0.9885987043380737
ggsf,2-3,large,all_in,spatial_entropy,2,0,7895,0.999980541217254
ggsf,2-3,large,all_in,identity_l1,2,0,7895,0.04190157353878021
ggsf,2-3,large,all_in,dynamic_range,2,0,7895,0.056101977825164795
ggsf,2-3,large,all_in,mean,2,1,7895,0.9569218158721924
ggsf,2-3,large,all_in,variance,2,1,7895,0.00023891420278232545
ggsf,2-3,large,all_in,std,2,1,7895,0.015456849709153175
ggsf,2-3,large,all_in,min,2,1,7895,0.933363676071167
ggsf,2-3,large,all_in,max,2,1,7895,0.9896736145019531
ggsf,2-3,large,all_in,spatial_entropy,2,1,7895,0.9999812333067782
ggsf,2-3,large,all_in,identity_l1,2,1,7895,0.0430782325565815
ggsf,2-3,large,all_in,dynamic_range,2,1,7895,0.05630993843078613
ggsf,2-3,large,all_in,inter_person_l1,2,all,7895,0.002703028731048107
sasa,2-3,large,all_in,entropy,2,0,7895,0.5735529669963446
sasa,2-3,large,all_in,max_weight,2,0,7895,0.7039310336112976
sasa,2-3,large,all_in,uniform_l1,2,0,7895,0.22696552256820723
