dataset,model_label,path,people_count,inframe_count,crowd_bin,mean_head_size,head_size_bin,num_target_clusters,shared_target_fraction,target_separation,target_separation_bin,query_cosine_mean,query_cosine_max,distinct_target_cosine_mean,distinct_target_cosine_max,distinct_target_collapse_rate,query_peak_distance_mean
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011121.jpg,4,4,4,0.12435455634498888,medium,2,0.5,0.46189711574417563,far,0.857795800796603,0.9492683543427503,0.835942698619315,0.9046975666965923,0.0,0.10034004144962087
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011122.jpg,4,4,4,0.12435455634498889,medium,2,0.5,0.46249900596541776,far,0.8647039246539442,0.9504362396540524,0.8430493801088641,0.918012415955118,0.0,0.1118374725455208
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011123.jpg,4,4,4,0.1243545563449889,medium,2,0.5,0.4607700867058865,far,0.8574846437667897,0.9461942515481636,0.833536509426947,0.9193034120407809,0.0,0.1118374725455208
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011124.jpg,4,4,4,0.12435455634498892,medium,2,0.5,0.45967681186092146,far,0.8600829335267018,0.9483820685135965,0.8395760135716858,0.9286836348052495,0.0,0.1118374725455208
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011125.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.46126077411385324,far,0.8653265469992962,0.9479076476524997,0.8466847703866174,0.9319011370928829,0.0,0.09316949906249124
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011126.jpg,4,4,4,0.12435455634498893,medium,2,0.5,0.4602233757161358,far,0.8734402531634294,0.9439916422144432,0.8599908145199674,0.9374190896757573,0.0,0.1141093582738573
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011127.jpg,4,4,4,0.12435455634498903,medium,2,0.5,0.45884020793709107,far,0.8770890066682715,0.9417927551855999,0.8666462922898229,0.9389278317899005,0.0,0.1141093582738573
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011128.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4597327186751107,far,0.8721145974818744,0.9504698374014366,0.8441216101231501,0.9249921360265978,0.0,0.1141093582738573
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011129.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4594762283783847,far,0.8741246299559795,0.9554397409406293,0.8433659154652807,0.9219543404390649,0.0,0.1141093582738573
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011130.jpg,4,4,4,0.12435455634498899,medium,2,0.5,0.4571461550869611,far,0.8594120855755466,0.9443251524348926,0.8225559487767732,0.9018213510748976,0.0,0.1141093582738573
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011131.jpg,4,4,4,0.124354556344989,medium,2,0.5,0.4573798397276646,far,0.8682305856671769,0.9520011323271809,0.8337352094907858,0.9084185624769254,0.0,0.06987712429686843
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011132.jpg,4,4,4,0.12440333096685342,medium,2,0.5,0.4559532509701091,far,0.8777146403116195,0.9625293139728096,0.8499191014107885,0.9156180659825738,0.0,0.06987712429686843
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011133.jpg,4,4,4,0.12445199539812672,medium,2,0.5,0.4552378246535947,far,0.8758663893102661,0.9439524067937326,0.8580632385889754,0.9217116710501371,0.0,0.10379921748522332
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011134.jpg,4,4,4,0.1245005500682297,medium,2,0.5,0.4554586649850084,far,0.8727603449178175,0.937073817989741,0.8521217321608772,0.903760421308631,0.0,0.09729408522300753
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011135.jpg,4,4,4,0.12454899540339372,medium,2,0.5,0.45495890962224145,far,0.8818414608298427,0.9401684111700986,0.8627883150595844,0.9252609287023303,0.0,0.09729408522300753
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011136.jpg,4,4,4,0.12459733182669383,medium,2,0.5,0.45317277194843175,far,0.8717384855320386,0.9581093592206084,0.8474404839471023,0.9186814448656194,0.0,0.10379921748522332
vat,p05_shallow_deep,images/CBS This Morning/11118_11359/00011137.jpg,4,4,4,0.12464555975808123,medium,2,0.5,0.4533818188619588,far,0.8545784785769283,0.9549044986977957,0.8247707003719794,0.9216247072579964,0.0,0.2042869781113343
