candidate_association_margin,candidate_auc,candidate_avg_l2,candidate_l2,candidate_min_l2,candidate_target_confusion,crowd_bin,dataset,head_size_bin,improvement_association_margin,improvement_auc,improvement_avg_l2,improvement_l2,improvement_min_l2,improvement_target_confusion,inout,path,people_count,person_index,reference_association_margin,reference_auc,reference_avg_l2,reference_l2,reference_min_l2,reference_target_confusion,sequence_id,target_distance_bin,target_separation_bin,target_x,target_y
0.4569112201701303,0.963560242817994,,0.011255005983088389,,0.0,4,vat,large,0.0,0.0008684785309289733,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011121.jpg,4,0,0.4569112201701303,0.962691764287065,,0.011255005983088389,,0.0,images/CBS This Morning/11118_11359,far,far,0.7734375,0.22685185185185186
-0.031059676392074242,0.9119321236932957,,0.24739973193809267,,1.0,4,vat,medium,0.0028930079836058387,0.0014573529575364619,,0.0005804502656832078,,-0.0,1,images/CBS This Morning/11118_11359/00011121.jpg,4,1,-0.03395268437568008,0.9104747707357592,,0.24798018220377588,,1.0,images/CBS This Morning/11118_11359,medium,far,0.3151041666666667,0.18611111111111112
0.4569112201701303,0.9632309477985813,,0.009631549176558613,,0.0,4,vat,small,0.0,-0.0012244731465103076,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011121.jpg,4,2,0.4569112201701303,0.9644554209450916,,0.009631549176558613,,0.0,images/CBS This Morning/11118_11359,near,far,0.7760416666666666,0.22685185185185186
-0.00268966461900097,0.9508378852436523,,0.2358865864655782,,1.0,4,vat,medium,-0.4596008847891313,-0.001823730749405783,,-0.22546413436849233,,-1.0,1,images/CBS This Morning/11118_11359/00011121.jpg,4,3,0.4569112201701303,0.9526616159930581,,0.010422452097085871,,0.0,images/CBS This Morning/11118_11359,medium,far,0.7760416666666666,0.22777777777777777
0.45770243533233196,0.9570588911509379,,0.011255005983088389,,0.0,4,vat,large,0.0,0.0008536454219462142,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011122.jpg,4,0,0.45770243533233196,0.9562052457289917,,0.011255005983088389,,0.0,images/CBS This Morning/11118_11359,far,far,0.7734375,0.22685185185185186
-0.03262021369467735,0.899898764031194,,0.2484482839020565,,1.0,4,vat,medium,0.002954199135749569,0.0020744102912109152,,0.00063609610166801,,-0.0,1,images/CBS This Morning/11118_11359/00011122.jpg,4,1,-0.03557441283042692,0.897824353739983,,0.24908438000372451,,1.0,images/CBS This Morning/11118_11359,medium,far,0.3140625,0.18518518518518517
0.45770243533233196,0.9637990558726133,,0.01055860726881782,,0.0,4,vat,small,0.0,-0.00047391783199268733,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011122.jpg,4,2,0.45770243533233196,0.964272973704606,,0.01055860726881782,,0.0,images/CBS This Morning/11118_11359,near,far,0.7744791666666667,0.22685185185185186
0.45770243533233196,0.9497053773728339,,0.010422452097085871,,0.0,4,vat,medium,0.0,-0.0021767587431906765,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011122.jpg,4,3,0.45770243533233196,0.9518821361160246,,0.010422452097085871,,0.0,images/CBS This Morning/11118_11359,medium,far,0.7760416666666666,0.22777777777777777
0.4562214340173535,0.9489140310086144,,0.011255005983088389,,0.0,4,vat,large,0.0,0.0012578476417212103,,-0.0,,-0.0,1,images/CBS This Morning/11118_11359/00011123.jpg,4,0,0.4562214340173535,0.9476561833668932,,0.011255005983088389,,0.0,images/CBS This Morning/11118_11359,far,far,0.7734375,0.22685185185185186
-0.032261173477381805,0.8885892600874412,,0.24740666263930994,,1.0,4,vat,medium,0.0029643050803545845,0.0015307768470002037,,0.0006387672848962578,,-0.0,1,images/CBS This Morning/11118_11359/00011123.jpg,4,1,-0.03522547855773639,0.887058483240441,,0.2480454299242062,,1.0,images/CBS This Morning/11118_11359,medium,far,0.3151041666666667,0.18518518518518517
