association_margin,association_margin_count,auc,auc_count,avg_l2,avg_l2_count,bin,count,dimension,distinct_target_collapse_rate,distinct_target_collapse_rate_count,distinct_target_cosine_max,distinct_target_cosine_max_count,distinct_target_cosine_mean,distinct_target_cosine_mean_count,inout_ap,inout_ap_count,l2,l2_count,min_l2,min_l2_count,query_cosine_max,query_cosine_max_count,query_cosine_mean,query_cosine_mean_count,query_peak_distance_mean,query_peak_distance_mean_count,target_confusion,target_confusion_count,unit
,,,,,,all,13127,overall,0.05259192465684801,5545,0.41897689236033825,5545,0.3197842654200394,5545,,,,,,,0.5337889455163402,6410,0.41218708403078436,6410,0.2478576447895188,6410,,,frame
,,,,,,1,2482,crowd,,0,,0,,0,,,,,,,,0,,0,,0,,,frame
,,,,,,2,5463,crowd,0.022135416666666668,2304,0.19317102917857043,2304,0.19317102917857043,2304,,,,,,,0.27474555228420294,2664,0.27474555228420294,2664,0.27128918575658817,2664,,,frame
,,,,,,3,3015,crowd,0.14942528735632185,1334,0.5374490127410465,1334,0.4391599266892301,1334,,,,,,,0.651610580400118,1677,0.5386088517453753,1677,0.20374115760335407,1677,,,frame
,,,,,,4,1628,crowd,0.025823119442441717,1387,0.5754512386905231,1387,0.3687598148077322,1387,,,,,,,0.7346861847958654,1530,0.4729532851133133,1530,0.23255698945662256,1530,,,frame
,,,,,,5+,539,crowd,0.010523504273504274,520,0.6981787804814182,520,0.44390095227872023,520,,,,,,,0.8772619358180938,539,0.5256613854394204,539,0.3127402543150418,539,,,frame
,,,,,,large,9971,head_size,0.07050174789224758,3242,0.31897259578311615,3242,0.24971427533080814,3242,,,,,,,0.4201698831544364,3713,0.3398312707108282,3713,0.2558955840671523,3713,,,frame
,,,,,,medium,3135,head_size,0.02763170707955984,2282,0.561600735596993,2282,0.41896811444117593,2282,,,,,,,0.6928069994882078,2676,0.5129973342717294,2676,0.23677660820733318,2676,,,frame
,,,,,,small,21,head_size,0.0,21,0.3592778084226082,21,0.3592778084226082,21,,,,,,,0.3592778084226082,21,0.3592778084226082,21,0.23871409031693563,21,,,frame
,,,,,,close,712,target_separation,0.10113920099875157,712,0.6508571072887288,712,0.4666114234271314,712,,,,,,,0.663299739910809,712,0.470538186519809,712,0.19004519061075742,712,,,frame
,,,,,,far,2184,target_separation,0.02760225885225885,2184,0.31577071112563265,2184,0.2505274520440391,2184,,,,,,,0.447707074706319,2184,0.31264942001208307,2184,0.3475771169376003,2184,,,frame
,,,,,,medium,2649,target_separation,0.060146386477077304,2649,0.441741553284303,2649,0.33741957833515257,2649,,,,,,,0.4718821652065334,2649,0.35038998056576826,2649,0.22391674157091448,2649,,,frame
,,,,,,shared_only,4846,target_separation,,0,,0,,0,,,,,,,0.8341151666503318,865,0.8047244254452188,865,0.116984341702757,865,,,frame
,,,,,,undefined,2736,target_separation,,0,,0,,0,,,,,,,,0,,0,,0,,,frame
